,Address,Price,Beds,Contact
0,1 W Superior St Chicago  60654,"$1,633 - $4,096",Studio - 2 Br,312-219-9516
1,840 W Blackhawk St Chicago  60642,"$2,131 - $4,200",Studio - 2 Br,866-958-8596
2,200 E Illinois St Chicago  60611,"$2,187 - $12,878",Studio - 3 Br,773-273-6395
3,625 W Division St Chicago  60610,"$1,850 - $3,650",Studio - 2 Br,844-525-6919
4,707 N Wells St Chicago  60654,"$2,760 - $5,621",1-3 Br,844-837-3913
5,601 W Jackson Blvd Chicago  60661,"$1,620 - $4,665",Studio - 2 Br,844-443-8919
6,200 E Chestnut St Chicago  60611,"$1,274 - $8,375",Studio - 2 Br,708-315-6519
7,1209 W Arthur Ave Chicago  60626,"$1,450 - $2,575",Studio - 2 Br,773-649-4071
8,71 W Hubbard St Chicago  60654,"$1,859 - $6,483",Studio - 3 Br,312-219-9513
9,850 S Clark St Chicago  60605,"$1,750 - $3,444",Studio - 2 Br,312-462-1938
10,555 W Madison St Chicago  60661,"$1,415 - $4,760",Studio - 2 Br,888-692-0211
11,8 W Chestnut St Chicago  60610,"$1,475 - $2,709",1-2 Br,312-646-4941
12,545 N McClurg Ct Chicago  60611,"$1,766 - $8,805",Studio - 3 Br,844-382-0901
13,1130 S Michigan Ave Chicago  60605,"$1,422 - $3,398",Studio - 2 Br,866-610-8317
14,1350 N Lake Shore Dr Chicago  60610,"$1,339 - $3,078",Studio - 2 Br,312-462-0403
15,25 W Randolph St Chicago  60602,"$1,823 - $7,987",Studio - 3 Br,844-808-9214
16,1164-1212 W Madison St Chicago  60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
17,161 W Kinzie St Chicago  60654,"$1,635 - $6,337",Studio - 2 Br,844-892-1659
18,910 W Huron St Chicago  60642,"$1,915 - $3,865",Studio - 4 Br,844-741-2982
19,400 N McClurg Ct Chicago  60611,"$1,852 - $3,069",Studio - 2 Br,844-482-6861
20,730 W Couch Pl Chicago  60661,"$1,750 - $5,000",Studio - 3 Br,844-294-8524
21,400 E South Water St Chicago  60601,"$1,819 - $4,616",Studio - 2 Br,866-599-7868
22,343 W Wolf Point Plz Chicago  60654,"$1,841 - $10,900",Studio - 3 Br,844-811-0188
23,225 N Columbus Dr Chicago  60601,"$1,986 - $5,255",Studio - 2 Br,866-933-3491
24,360 E South Water St Chicago  60601,"$1,624 - $4,543",Studio - 2 Br,312-288-8069
25,60638 About Us Chicago ,,,
