,Address,Price,Beds,Contact
0,840 W Blackhawk St Chicago  60642,"$1,803 - $4,048",Studio - 2 Br,866-958-8596
1,200 E Illinois St Chicago  60611,"$2,151 - $12,878",Studio - 4 Br,773-273-6395
2,1 W Superior St Chicago  60654,"$1,703 - $3,578",Studio - 2 Br,312-219-9516
3,625 W Division St Chicago  60610,"$1,775 - $3,700",Studio - 2 Br,844-525-6919
4,707 N Wells St Chicago  60654,"$2,740 - $5,621",1-3 Br,844-837-3913
5,601 W Jackson Blvd Chicago  60661,"$1,524 - $4,614",Studio - 2 Br,844-443-8919
6,400 E South Water St Chicago  60601,"$1,658 - $3,947",Studio - 2 Br,866-599-7868
7,343 W Wolf Point Plz Chicago  60654,"$1,821 - $10,617",Studio - 3 Br,844-811-0188
8,360 E South Water St Chicago  60601,"$1,703 - $4,805",Studio - 2 Br,312-288-8069
9,225 N Columbus Dr Chicago  60601,"$1,620 - $5,341",Studio - 2 Br,866-933-3491
10,345 E Wacker Dr Chicago  60601,"$1,701 - $3,682",Studio - 3 Br,773-904-9571
11,555 W Kinzie St Chicago  60654,"$1,599 - $4,408",Studio - 3 Br,312-288-8972
12,123 N Des Plaines St Chicago  60661,"$1,935 - $4,956",Studio - 3 Br,312-957-4484
13,5140 S Hyde Park Blvd Chicago  60615,"$1,462 - $4,081",1-3 Br,773-432-4830
14,71 W Hubbard St Chicago  60654,"$1,795 - $6,438",Studio - 3 Br,312-219-9513
15,850 S Clark St Chicago  60605,"$1,791 - $3,572",Studio - 2 Br,312-462-1938
16,555 W Madison St Chicago  60661,"$1,405 - $7,760",Studio - 2 Br,888-692-0211
17,200 E Chestnut St Chicago  60611,"$1,327 - $9,152",Studio - 2 Br,708-315-6519
18,8 W Chestnut St Chicago  60610,"$1,600 - $2,709",1-2 Br,312-646-4941
19,1350 N Lake Shore Dr Chicago  60610,"$1,272 - $2,998",Studio - 2 Br,312-462-0403
20,1130 S Michigan Ave Chicago  60605,"$1,412 - $3,681",Studio - 2 Br,866-610-8317
21,25 W Randolph St Chicago  60602,"$1,823 - $7,987",Studio - 3 Br,844-808-9214
22,1164-1212 W Madison St Chicago  60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
23,910 W Huron St Chicago  60642,"$2,000 - $2,880",Studio - 4 Br,844-741-2982
24,161 W Kinzie St Chicago  60654,"$1,695 - $6,337",Studio - 2 Br,844-892-1659
