,Address,Price,Beds,Contact
0,"675 N Wells St, Chicago, IL ","$1,662 - 5,467",Studio - 2 Bed,847-979-4467
1,"165 N Desplaines St, Chicago, IL ","$1,875 - 3,900",Studio - 2 Bed,312-964-3725
2,"215 W Lake St, Chicago, IL ","$1,945 - 5,520",Studio - 3 Bed,224-220-3563
3,"420 E Ohio St, Chicago, IL ","$1,790 - 4,390",Studio - 3 Bed,888-380-0393
4,"500 N Milwaukee Ave, Chicago, IL ","$1,579 - 6,707",Studio - 3 Bed,312-964-3768
5,"601 W Jackson Blvd, Chicago, IL ","$1,694 - 4,343",Studio - 2 Bed,844-443-8919
6,"200 E Illinois St, Chicago, IL ","$2,290 - 10,280",Studio - 3 Bed,773-273-6395
7,"121 W Chestnut St, Chicago, IL ","$1,570 - 5,287",1-3 Bed,312-462-0329
8,"2300 S Michigan Ave, Chicago, IL ","$1,520 - 2,705",1-2 Bed,312-646-4878
9,"1350 N Lake Shore Dr, Chicago, IL ","$1,319 - 6,577",Studio - 2 Bed,844-740-9960
10,"4334 N Hazel St, Chicago, IL ","$1,405 - 2,995",Studio - 2 Bed,888-769-6192
11,"2851 S Martin Luther King Dr, Chicago, IL ","$811 - 7,843",Studio - 3 Bed,844-827-1869
12,"730 W Couch Pl, Chicago, IL ","$1,945 - 3,710",Studio - 3 Bed,844-294-8524
13,"167 W Erie St, Chicago, IL ","$1,793 - 5,916",Studio - 3 Bed,844-249-5467
14,"165 W Superior, Chicago, IL ","$1,763 - 15,051",Studio - 3 Bed,844-214-0691
15,"343 W Wolf Point Plz, Chicago, IL ","$1,650 - 19,604",Studio - 3 Bed,844-811-0188
16,"225 N Columbus Dr, Chicago, IL ","$1,913 - 6,026",Studio - 2 Bed,866-933-3491
17,"1136-1140 S Wabash Ave, Chicago, IL ","$1,392 - 3,460",Studio - 2 Bed,312-637-6585
18,"445 E Ohio St, Chicago, IL ","$1,501 - 2,662",Studio - 2 Bed,877-395-7096
19,"555 W Kinzie St, Chicago, IL ","$1,524 - 6,278",Studio - 3 Bed,312-288-8972
20,"345 E Wacker Dr, Chicago, IL ","$1,721 - 3,087",Studio - 3 Bed,773-904-9571
21,"545 N McClurg Ct, Chicago, IL ","$2,020 - 7,965",Studio - 3 Bed,844-382-0901
22,"2933 N Sheridan Rd, Chicago, IL ","$1,735 - 2,565",1-3 Bed,888-463-3217
