,Address,Price,Beds,Contact
0,1130 S Michigan Ave Chicago  60605,"$1,420 - $4,847",Studio - 2 Br,866-610-8317
1,1001 S State St Chicago  60605,"$1,610 - $5,735",Studio - 3 Br,844-843-7332
2,25 W Randolph St Chicago  60602,"$1,915 - $7,987",Studio - 3 Br,844-808-9214
3,1164-1212 W Madison St Chicago  60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
4,161 W Kinzie St Chicago  60654,"$2,010 - $6,337",Studio - 2 Br,844-892-1659
5,910 W Huron St Chicago  60642,"$1,915 - $2,985",Studio - 4 Br,844-741-2982
6,11 S Green St Chicago  60607,"$1,697 - $3,743",Studio - 2 Br,844-417-3242
7,400 N McClurg Ct Chicago  60611,"$1,847 - $2,528",Studio - 2 Br,844-482-6861
8,5454 S Shore Dr Chicago  60615,"$1,595 - $4,785",1-3 Br,844-815-4511
9,5020-5050 S LAKE SHORE Dr Chicago  60615,"$1,467 - $3,630",Studio - 3 Br,866-611-2494
10,4726-4740 S Woodlawn Ave Chicago  60615,"$870 - $1,695",Studio - 2 Br,844-265-5221
11,840 W Blackhawk St Chicago  60642,"$1,986 - $4,394",Studio - 2 Br,866-958-8596
12,1 W Superior St Chicago  60654,"$1,597 - $4,257",Studio - 2 Br,312-219-9516
13,200 E Illinois St Chicago  60611,"$2,373 - $12,878",Studio - 3 Br,773-273-6395
14,500 N Milwaukee Ave Chicago  60622,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
15,707 N Wells St Chicago  60654,"$2,707 - $5,521",1-3 Br,844-837-3913
16,625 W Division St Chicago  60610,"$1,875 - $3,650",Studio - 2 Br,844-525-6919
17,601 W Jackson Blvd Chicago  60661,"$1,466 - $4,749",Studio - 2 Br,844-443-8919
18,420 E Ohio St Chicago  60611,"$1,605 - $4,600",Studio - 3 Br,888-380-0393
19,400 E South Water St Chicago  60601,"$1,833 - $4,704",Studio - 2 Br,866-599-7868
20,360 E South Water St Chicago  60601,"$1,650 - $5,512",Studio - 2 Br,312-288-8069
21,345 E Wacker Dr Chicago  60601,"$2,013 - $4,753",Studio - 3 Br,773-904-9571
22,730 W Couch Pl Chicago  60661,"$1,750 - $5,150",Studio - 3 Br,844-294-8524
23,343 W Wolf Point Plz Chicago  60654,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
24,60638 About Us Chicago ,,,
