,Address,Price,Beds,Contact
0,"675 N Wells St, Chicago, IL ","$1,662 - 5,589",Studio - 2 Bed,847-979-4467
1,"165 N Desplaines St, Chicago, IL ","$1,875 - 3,900",Studio - 2 Bed,312-964-3725
2,"215 W Lake St, Chicago, IL ","$1,945 - 5,520",Studio - 3 Bed,224-220-3563
3,"420 E Ohio St, Chicago, IL ","$1,690 - 4,425",Studio - 3 Bed,888-380-0393
4,"500 N Milwaukee Ave, Chicago, IL ","$1,705 - 7,145",Studio - 3 Bed,312-964-3768
5,"601 W Jackson Blvd, Chicago, IL ","$1,662 - 4,505",Studio - 2 Bed,844-443-8919
6,"200 E Illinois St, Chicago, IL ","$2,205 - 10,325",Studio - 3 Bed,773-273-6395
7,"5140 S Hyde Park Blvd, Chicago, IL ","$1,462 - 6,022",1-3 Bed,773-432-4830
8,"4334 N Hazel St, Chicago, IL ","$1,355 - 3,010",Studio - 2 Bed,888-769-6192
9,"2851 S Martin Luther King Dr, Chicago, IL ","$753 - 11,348",Studio - 3 Bed,844-827-1869
10,"1350 N Lake Shore Dr, Chicago, IL ","$1,438 - 3,204",Studio - 2 Bed,844-740-9960
11,"730 W Couch Pl, Chicago, IL ","$1,835 - 5,560",Studio - 3 Bed,844-294-8524
12,"167 W Erie St, Chicago, IL ","$1,793 - 5,916",Studio - 3 Bed,844-249-5467
13,"1333 S Wabash Ave, Chicago, IL ","$1,885 - 7,534",1-3 Bed,312-767-5990
14,"165 W Superior, Chicago, IL ","$1,921 - 7,803",Studio - 3 Bed,844-214-0691
15,"343 W Wolf Point Plz, Chicago, IL ","$1,852 - 9,118",Studio - 3 Bed,844-811-0188
16,"1136-1140 S Wabash Ave, Chicago, IL ","$1,445 - 3,460",Studio - 2 Bed,312-637-6585
17,"225 N Columbus Dr, Chicago, IL ","$1,895 - 5,194",Studio - 2 Bed,866-933-3491
18,"445 E Ohio St, Chicago, IL ","$1,498 - 2,597",Studio - 2 Bed,877-395-7096
19,"555 W Kinzie St, Chicago, IL ","$1,415 - 5,573",Studio - 3 Bed,312-288-8972
20,"345 E Wacker Dr, Chicago, IL ","$1,815 - 3,948",Studio - 3 Bed,773-904-9571
21,"545 N McClurg Ct, Chicago, IL ","$2,290 - 8,005",Studio - 3 Bed,844-382-0901
22,"2933 N Sheridan Rd, Chicago, IL ","$1,720 - 2,520",1-3 Bed,888-463-3217
