,Address,Price,Beds,Contact
0,850 S Clark St Chicago  60605,"$1,771 - $3,571",Studio - 2 Br,312-462-1938
1,401-465 E Illinois St Chicago  60611,"$1,775 - $4,445",Studio - 2 Br,844-274-9788
2,200 E Illinois St Chicago  60611,"$2,061 - $12,878",Studio - 4 Br,773-273-6395
3,1350 N Lake Shore Dr Chicago  60610,"$1,236 - $2,994",Studio - 2 Br,312-462-0403
4,850 N Lake Shore Dr Chicago  60611,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
5,3402-3453 N Elaine Pl Chicago  60657,"$1,672 - $3,840",1-3 Br,844-889-9247
6,71 W Hubbard St Chicago  60654,"$1,793 - $6,495",Studio - 3 Br,312-219-9513
7,765 W Adams St Chicago  60661,"$1,659 - $9,350",Studio - 3 Br,773-675-1174
8,11 S Green St Chicago  60607,"$1,584 - $3,425",Studio - 2 Br,844-417-3242
9,123 N Des Plaines St Chicago  60661,"$2,079 - $5,377",Studio - 3 Br,312-957-4484
10,340 E North Water St Chicago  60611,"$1,819 - $11,025",Studio - 3 Br,844-402-4750
11,225 N Columbus Dr Chicago  60601,"$1,630 - $3,682",Studio - 2 Br,866-933-3491
12,500 N Lake Shore Dr Chicago  60611,"$1,750 - $3,990",Studio - 2 Br,312-548-6742
13,1164-1212 W Madison St Chicago  60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
14,910 W Huron St Chicago  60642,"$1,875 - $4,595",Studio - 4 Br,844-741-2982
15,200 E Chestnut St Chicago  60611,"$1,143 - $7,467",Studio - 2 Br,708-315-6519
16,345 E Wacker Dr Chicago  60601,"$1,682 - $3,559",Studio - 3 Br,773-904-9571
17,400 E South Water St Chicago  60601,"$1,660 - $3,884",Studio - 2 Br,866-599-7868
18,840 W Blackhawk St Chicago  60642,"$1,687 - $4,118",Studio - 2 Br,866-958-8596
19,1130 S Michigan Ave Chicago  60605,"$1,538 - $3,443",Studio - 2 Br,866-610-8317
20,555 W Madison St Chicago  60661,"$1,335 - $4,000",Studio - 2 Br,888-692-0211
21,5140 S Hyde Park Blvd Chicago  60615,"$1,427 - $5,781",1-3 Br,773-432-4830
