,Address,Price,Beds,Contact
0,601 W Jackson Blvd Chicago  60661,"$1,590 - $4,098",Studio - 2 Br,844-443-8919
1,220 W Illinois St Chicago  60654,"$2,075 - $4,145",Studio - 2 Br,773-492-6656
2,1 W Superior St Chicago  60654,"$1,585 - $4,946",Studio - 2 Br,312-219-9516
3,840 W Blackhawk St Chicago  60642,"$1,854 - $4,117",Studio - 2 Br,866-958-8596
4,200 E Illinois St Chicago  60611,"$2,053 - $12,878",Studio - 4 Br,773-273-6395
5,625 W Division St Chicago  60610,"$1,775 - $3,700",Studio - 2 Br,844-525-6919
6,707 N Wells St Chicago  60654,"$2,740 - $5,621",1-3 Br,844-837-3913
7,400 E South Water St Chicago  60601,"$1,736 - $2,628",Studio - 2 Br,866-599-7868
8,360 E South Water St Chicago  60601,"$1,880 - $5,115",Studio - 2 Br,312-288-8069
9,343 W Wolf Point Plz Chicago  60654,"$1,761 - $10,617",Studio - 3 Br,844-811-0188
10,225 N Columbus Dr Chicago  60601,"$1,629 - $5,428",Studio - 2 Br,866-933-3491
11,555 W Kinzie St Chicago  60654,"$1,626 - $4,389",Studio - 3 Br,312-288-8972
12,123 N Des Plaines St Chicago  60661,"$2,045 - $5,847",Studio - 3 Br,312-957-4484
13,5140 S Hyde Park Blvd Chicago  60615,"$1,399 - $5,294",1-3 Br,773-432-4830
14,500 N Lake Shore Dr Chicago  60611,"$1,885 - $4,285",Studio - 2 Br,312-548-6742
15,200 E Chestnut St Chicago  60611,"$1,294 - $7,522",Studio - 2 Br,708-315-6519
16,555 W Madison St Chicago  60661,"$1,375 - $7,740",Studio - 2 Br,888-692-0211
17,71 W Hubbard St Chicago  60654,"$1,795 - $6,438",Studio - 3 Br,312-219-9513
18,850 S Clark St Chicago  60605,"$1,792 - $3,596",Studio - 2 Br,312-462-1938
19,8 W Chestnut St Chicago  60610,"$1,629 - $2,709",1-2 Br,312-646-4941
20,1350 N Lake Shore Dr Chicago  60610,"$1,338 - $2,998",Studio - 2 Br,312-462-0403
21,1130 S Michigan Ave Chicago  60605,"$1,437 - $3,665",Studio - 2 Br,866-610-8317
22,25 W Randolph St Chicago  60602,"$1,823 - $7,987",Studio - 3 Br,844-808-9214
23,1164-1212 W Madison St Chicago  60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
24,161 W Kinzie St Chicago  60654,"$1,745 - $6,337",Studio - 2 Br,844-892-1659
25,60638 About Us Chicago ,,,
