,Address,Price,Beds,Contact
0,601 W Jackson Blvd Chicago  60661,"$1,305 - $4,541",Studio - 2 Br,844-443-8919
1,420 E Ohio St Chicago  60611,"$1,615 - $4,600",Studio - 3 Br,888-380-0393
2,840 W Blackhawk St Chicago  60642,"$1,919 - $4,569",Studio - 2 Br,866-958-8596
3,1 W Superior St Chicago  60654,"$1,789 - $5,240",Studio - 2 Br,312-219-9516
4,200 E Illinois St Chicago  60611,"$1,934 - $12,878",Studio - 3 Br,773-273-6395
5,500 N Milwaukee Ave Chicago  60622,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
6,707 N Wells St Chicago  60654,"$2,707 - $5,796",1-3 Br,844-312-7045
7,625 W Division St Chicago  60610,"$1,925 - $3,625",Studio - 2 Br,844-525-6919
8,360 E South Water St Chicago  60601,"$1,726 - $5,208",Studio - 2 Br,312-288-8069
9,343 W Wolf Point Plz Chicago  60654,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
10,225 N Columbus Dr Chicago  60601,"$2,095 - $5,462",Studio - 2 Br,866-933-3491
11,345 E Wacker Dr Chicago  60601,"$1,785 - $4,901",Studio - 3 Br,773-904-9571
12,400 E South Water St Chicago  60601,"$1,968 - $4,040",Studio - 2 Br,866-599-7868
13,730 W Couch Pl Chicago  60661,"$1,750 - $5,550",Studio - 3 Br,844-294-8524
14,555 W Kinzie St Chicago  60654,"$1,514 - $5,735",Studio - 3 Br,312-288-8972
15,123 N Des Plaines St Chicago  60661,"$2,021 - $5,390",Studio - 3 Br,312-957-4484
16,1333 S Wabash Ave Chicago  60605,"$1,815 - $3,800",1-2 Br,844-845-5098
17,5140 S Hyde Park Blvd Chicago  60615,"$1,542 - $6,386",1-3 Br,773-432-4830
18,1890 Maple St Chicago  60201,"$1,671 - $5,000",Studio - 3 Br,224-420-9126
19,200 E Chestnut St Chicago  60611,"$1,584 - $3,603",Studio - 2 Br,708-315-6519
20,71 W Hubbard St Chicago  60654,"$1,870 - $6,535",Studio - 3 Br,312-219-9513
21,850 S Clark St Chicago  60605,"$1,721 - $3,420",Studio - 2 Br,312-462-1938
22,1209 W Arthur Ave Chicago  60626,"$1,475 - $2,575",Studio - 2 Br,773-649-4071
23,555 W Madison St Chicago  60661,"$1,395 - $4,835",Studio - 2 Br,888-692-0211
24,8 W Chestnut St Chicago  60610,"$1,339 - $2,789",1-2 Br,312-646-4941
