,Address,Price,Beds,Contact
0,625 W Division St Chicago  60610,"$1,850 - $3,650",Studio - 2 Br,844-525-6919
1,225 N Columbus Dr Chicago  60601,"$1,811 - $5,154",Studio - 2 Br,866-933-3491
2,555 W Kinzie St Chicago  60654,"$1,602 - $4,497",Studio - 3 Br,312-288-8972
3,123 N Des Plaines St Chicago  60661,"$1,938 - $5,839",Studio - 3 Br,312-957-4484
4,500 N Lake Shore Dr Chicago  60611,"$2,045 - $2,800",Studio - 1 Br,312-548-6742
5,840 W Blackhawk St Chicago  60642,"$2,221 - $4,238",Studio - 2 Br,866-958-8596
6,200 E Chestnut St Chicago  60611,"$1,198 - $8,393",Studio - 2 Br,708-315-6519
7,71 W Hubbard St Chicago  60654,"$1,795 - $6,483",Studio - 3 Br,312-219-9513
8,850 S Clark St Chicago  60605,"$1,725 - $3,452",Studio - 2 Br,312-462-1938
9,555 W Madison St Chicago  60661,"$1,400 - $4,065",Studio - 2 Br,888-692-0211
10,545 N McClurg Ct Chicago  60611,"$1,766 - $8,805",Studio - 3 Br,844-382-0901
11,1350 N Lake Shore Dr Chicago  60610,"$1,339 - $3,078",Studio - 2 Br,312-462-0403
12,1130 S Michigan Ave Chicago  60605,"$1,422 - $3,681",Studio - 2 Br,866-610-8317
13,910 W Huron St Chicago  60642,"$1,970 - $3,865",Studio - 4 Br,844-741-2982
14,161 W Kinzie St Chicago  60654,"$1,915 - $6,337",Studio - 2 Br,844-892-1659
15,601 W Jackson Blvd Chicago  60661,"$1,520 - $4,565",Studio - 2 Br,844-443-8919
16,200 E Illinois St Chicago  60611,"$2,319 - $12,878",Studio - 3 Br,773-273-6395
17,707 N Wells St Chicago  60654,"$2,760 - $5,621",1-3 Br,844-837-3913
18,400 E South Water St Chicago  60601,"$1,805 - $4,595",Studio - 2 Br,866-599-7868
19,345 E Wacker Dr Chicago  60601,"$1,577 - $3,525",Studio - 3 Br,773-904-9571
20,360 E South Water St Chicago  60601,"$1,624 - $4,469",Studio - 2 Br,312-288-8069
21,343 W Wolf Point Plz Chicago  60654,"$1,841 - $10,900",Studio - 3 Br,844-811-0188
22,730 W Couch Pl Chicago  60661,"$1,750 - $5,000",Studio - 3 Br,844-294-8524
23,8 W Chestnut St Chicago  60610,"$1,475 - $2,709",1-2 Br,312-646-4941
24,400 N McClurg Ct Chicago  60611,"$1,768 - $3,061",Studio - 2 Br,844-482-6861
