,Address,Price,Beds,Contact
0,"165 N Desplaines St, Chicago, IL ","$1,895 - 3,935",Studio - 2 Bed,312-964-3725
1,"215 W Lake St, Chicago, IL ","$1,965 - 5,410",Studio - 3 Bed,224-220-3563
2,"420 E Ohio St, Chicago, IL ","$1,539 - 4,580",Studio - 3 Bed,888-380-0393
3,"500 N Milwaukee Ave, Chicago, IL ","$1,740 - 5,500",Studio - 3 Bed,312-964-3768
4,"601 W Jackson Blvd, Chicago, IL ","$1,725 - 4,468",Studio - 2 Bed,844-443-8919
5,"200 E Illinois St, Chicago, IL ","$2,129 - 15,506",Studio - 3 Bed,773-273-6395
6,"5140 S Hyde Park Blvd, Chicago, IL ","$1,613 - 4,221",1-3 Bed,773-432-4830
7,"730 W Couch Pl, Chicago, IL ","$1,645 - 5,535",Studio - 3 Bed,844-294-8524
8,"167 W Erie St, Chicago, IL ","$1,913 - 5,916",Studio - 3 Bed,844-249-5467
9,"1333 S Wabash Ave, Chicago, IL ","$1,799 - 8,092",1-3 Bed,877-707-2965
10,"400 E South Water St, Chicago, IL ","$1,761 - 4,189",Studio - 2 Bed,866-599-7868
11,"165 W Superior, Chicago, IL ","$1,836 - 4,850",Studio - 3 Bed,844-214-0691
12,"360 E South Water St, Chicago, IL ","$1,483 - 4,455",Studio - 2 Bed,312-288-8069
13,"343 W Wolf Point Plz, Chicago, IL ","$1,701 - 6,960",Studio - 3 Bed,844-811-0188
14,"225 N Columbus Dr, Chicago, IL ","$1,522 - 4,810",Studio - 2 Bed,866-933-3491
15,"445 E Ohio St, Chicago, IL ","$1,555 - 2,958",Studio - 2 Bed,877-395-7096
16,"345 E Wacker Dr, Chicago, IL ","$1,525 - 4,749",Studio - 3 Bed,773-904-9571
17,"555 W Kinzie St, Chicago, IL ","$1,517 - 8,273",Studio - 3 Bed,312-288-8972
18,"545 N McClurg Ct, Chicago, IL ","$1,786 - 4,516",Studio - 3 Bed,844-382-0901
19,"175 N Harbor Dr, Chicago, IL ","$1,473 - 4,497",Studio - 3 Bed,888-767-6014
20,"833 W Buena Ave, Chicago, IL ","$1,290 - 1,655",1-3 Bed,844-812-0763
21,"401-465 E Illinois St, Chicago, IL ","$2,035 - 5,080",Studio - 3 Bed,844-274-9788
22,"1350 N Lake Shore Dr, Chicago, IL ","$1,325 - 5,926",Studio - 2 Bed,312-462-0403
