,Address,Price,Beds,Contact
0,420 E Ohio St Chicago  60611,"$1,575 - $4,160",Studio - 3 Br,888-380-0393
1,601 W Jackson Blvd Chicago  60661,"$1,516 - $4,730",Studio - 2 Br,844-443-8919
2,840 W Blackhawk St Chicago  60642,"$1,987 - $4,433",Studio - 2 Br,866-958-8596
3,1 W Superior St Chicago  60654,"$1,566 - $4,140",Studio - 2 Br,312-219-9516
4,200 E Illinois St Chicago  60611,"$2,182 - $12,878",Studio - 3 Br,773-273-6395
5,500 N Milwaukee Ave Chicago  60622,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
6,707 N Wells St Chicago  60654,"$2,707 - $5,521",1-3 Br,844-837-3913
7,625 W Division St Chicago  60610,"$1,875 - $3,650",Studio - 2 Br,844-525-6919
8,400 E South Water St Chicago  60601,"$1,771 - $4,632",Studio - 2 Br,866-599-7868
9,360 E South Water St Chicago  60601,"$1,663 - $5,431",Studio - 2 Br,312-288-8069
10,343 W Wolf Point Plz Chicago  60654,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
11,225 N Columbus Dr Chicago  60601,"$1,998 - $5,323",Studio - 2 Br,866-933-3491
12,345 E Wacker Dr Chicago  60601,"$1,573 - $4,199",Studio - 3 Br,773-904-9571
13,730 W Couch Pl Chicago  60661,"$1,750 - $5,000",Studio - 3 Br,844-294-8524
14,555 W Kinzie St Chicago  60654,"$1,563 - $4,443",Studio - 3 Br,312-288-8972
15,123 N Des Plaines St Chicago  60661,"$1,984 - $4,695",Studio - 3 Br,312-957-4484
16,500 N Lake Shore Dr Chicago  60611,"$1,975 - $4,120",Studio - 2 Br,312-548-6742
17,5140 S Hyde Park Blvd Chicago  60615,"$1,489 - $3,987",1-3 Br,773-432-4830
18,1890 Maple St Chicago  60201,"$1,636 - $5,988",Studio - 3 Br,224-420-9126
19,545 N McClurg Ct Chicago  60611,"$1,766 - $8,805",Studio - 3 Br,844-382-0901
20,71 W Hubbard St Chicago  60654,"$1,867 - $6,483",Studio - 3 Br,312-219-9513
21,850 S Clark St Chicago  60605,"$1,749 - $3,391",Studio - 2 Br,312-462-1938
22,8 W Chestnut St Chicago  60610,"$1,575 - $2,709",1-2 Br,312-646-4941
23,1209 W Arthur Ave Chicago  60626,"$1,450 - $2,575",Studio - 2 Br,773-649-4071
24,200 E Chestnut St Chicago  60611,"$1,384 - $9,110",Studio - 2 Br,708-315-6519
