,Address,Price,Beds,Contact
0,400 N McClurg Ct Chicago  60611,"$1,854 - $2,926",Studio - 2 Br,844-482-6861
1,1130 S Michigan Ave Chicago  60605,"$1,478 - $3,652",Studio - 2 Br,866-610-8317
2,401-465 E Illinois St Chicago  60611,"$1,775 - $4,445",Studio - 2 Br,844-274-9788
3,850 S Clark St Chicago  60605,"$1,765 - $3,525",Studio - 2 Br,312-462-1938
4,37 W Van Buren St Chicago  60605,"$1,819 - $11,025",Studio - 4 Br,844-250-5735
5,340 E North Water St Chicago  60611,"$1,819 - $11,025",Studio - 3 Br,844-402-4750
6,200 E Illinois St Chicago  60611,"$2,191 - $12,878",Studio - 4 Br,773-273-6395
7,1 W Superior St Chicago  60654,"$1,543 - $4,942",Studio - 2 Br,312-219-9516
8,123 N Des Plaines St Chicago  60661,"$2,389 - $5,377",Studio - 3 Br,312-957-4484
9,400 E South Water St Chicago  60601,"$1,660 - $4,130",Studio - 2 Br,866-599-7868
10,200 E Chestnut St Chicago  60611,"$1,205 - $7,177",Studio - 2 Br,708-315-6519
11,11 S Green St Chicago  60607,Call for Rent,Studio - 2 Br,844-417-3242
12,5140 S Hyde Park Blvd Chicago  60615,"$1,378 - $5,781",1-3 Br,773-432-4830
13,910 W Huron St Chicago  60642,"$1,955 - $3,470",Studio - 4 Br,844-741-2982
14,840 W Blackhawk St Chicago  60642,"$1,687 - $4,073",Studio - 2 Br,866-958-8596
15,500 N Lake Shore Dr Chicago  60611,"$1,755 - $3,930",Studio - 2 Br,312-548-6742
16,1350 N Lake Shore Dr Chicago  60610,"$1,279 - $2,994",Studio - 2 Br,312-462-0403
17,161 W Kinzie St Chicago  60654,"$1,880 - $6,337",Studio - 2 Br,844-892-1659
18,3402-3453 N Elaine Pl Chicago  60657,"$1,672 - $3,488",1-3 Br,844-889-9247
19,220 W Illinois St Chicago  60654,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
20,71 W Hubbard St Chicago  60654,"$1,791 - $6,495",Studio - 3 Br,312-219-9513
21,555 W Madison St Chicago  60661,"$1,350 - $3,985",Studio - 2 Br,888-692-0211
22,345 E Wacker Dr Chicago  60601,"$1,648 - $4,688",Studio - 3 Br,773-904-9571
23,60638 About Us Chicago ,,,
