,Address,Price,Beds,Contact
0,1642-1660 E 56th St Chicago 60637,"$1,225 - $2,259",Studio - 2 Br,844-406-5855
1,625 W Division St Chicago 60610,"$1,850 - $3,650",Studio - 2 Br,844-525-6919
2,225 N Columbus Dr Chicago 60601,"$1,811 - $5,154",Studio - 2 Br,866-933-3491
3,555 W Kinzie St Chicago 60654,"$1,602 - $4,497",Studio - 3 Br,312-288-8972
4,N Des Plaines St Chicago 60661,"$1,938 - $5,839",Studio - 3 Br,312-957-4484
5,N Lake Shore Dr Chicago 60611,"$2,045 - $2,800",Studio - 1 Br,312-548-6742
6,840 W Blackhawk St Chicago 60642,"$2,221 - $4,238",Studio - 2 Br,866-958-8596
7,200 E Chestnut St Chicago 60611,"$1,198 - $8,393",Studio - 2 Br,708-315-6519
8,71 W Hubbard St Chicago 60654,"$1,795 - $6,483",Studio - 3 Br,312-219-9513
9,850 S Clark St Chicago 60605,"$1,725 - $3,452",Studio - 2 Br,312-462-1938
10,555 W Madison St Chicago 60661,"$1,400 - $4,065",Studio - 2 Br,888-692-0211
11,545 N McClurg Ct Chicago 60611,"$1,766 - $8,805",Studio - 3 Br,844-382-0901
12,N Lake Shore Dr Chicago 60610,"$1,339 - $3,078",Studio - 2 Br,312-462-0403
13,1130 S Michigan Ave Chicago 60605,"$1,422 - $3,681",Studio - 2 Br,866-610-8317
14,910 W Huron St Chicago 60642,"$1,970 - $3,865",Studio - 4 Br,844-741-2982
15,161 W Kinzie St Chicago 60654,"$1,915 - $6,337",Studio - 2 Br,844-892-1659
16,601 W Jackson Blvd Chicago 60661,"$1,520 - $4,565",Studio - 2 Br,844-443-8919
17,200 E Illinois St Chicago 60611,"$2,319 - $12,878",Studio - 3 Br,773-273-6395
18,707 N Wells St Chicago 60654,"$2,760 - $5,621",1-3 Br,844-837-3913
19,E South Water St Chicago 60601,"$1,805 - $4,595",Studio - 2 Br,866-599-7868
20,345 E Wacker Dr Chicago 60601,"$1,577 - $3,525",Studio - 3 Br,773-904-9571
21,E South Water St Chicago 60601,"$1,624 - $4,469",Studio - 2 Br,312-288-8069
22,W Wolf Point Plz Chicago 60654,"$1,841 - $10,900",Studio - 3 Br,844-811-0188
23,730 W Couch Pl Chicago 60661,"$1,750 - $5,000",Studio - 3 Br,844-294-8524
