,Address,Price,Beds,Contact
0,10 Apartments in Chicago,"$1,520 - 2,705",1-2 Bed,
1,"2300 S Michigan Ave, Chicago, IL","$1,520 - 2,705",1-2 Bed,312-646-4878
2,"555 W Madison St, Chicago, IL","$1,375 - 3,390",Studio - 2 Bed,888-692-0211
3,"1350 N Wells St, Chicago, IL","$1,610 - 4,360",Studio - 2 Bed,866-854-1757
4,"4334 N Hazel St, Chicago, IL","$1,315 - 2,310",Studio - 2 Bed,888-769-6192
5,"Martin Luther King Dr, Chicago, IL","$796 - 11,396",Studio - 3 Bed,844-827-1869
6,"N Lake Shore Dr, Chicago, IL","$1,459 - 3,615",Studio - 2 Bed,844-740-9960
7,"500 E 33rd St, Chicago, IL","$755 - 3,411",Studio - 3 Bed,844-687-6555
8,"730 W Couch Pl, Chicago, IL","$1,835 - 5,635",Studio - 3 Bed,844-294-8524
9,"167 W Erie St, Chicago, IL","$1,830 - 5,131",Studio - 3 Bed,844-249-5467
10,"1333 S Wabash Ave, Chicago, IL","$1,790 - 7,534",1-3 Bed,312-767-5990
11,"165 W Superior, Chicago, IL","$2,035 - 6,883",Studio - 3 Bed,844-214-0691
12,"W Wolf Point Plz, Chicago, IL","$1,996 - 11,513",Studio - 3 Bed,844-811-0188
13,"1136-1140 S Wabash Ave, Chicago, IL","$1,445 - 3,460",Studio - 2 Bed,312-637-6585
14,"225 N Columbus Dr, Chicago, IL","$1,697 - 5,065",Studio - 2 Bed,866-933-3491
15,"445 E Ohio St, Chicago, IL","$1,540 - 2,589",Studio - 2 Bed,877-395-7096
16,"555 W Kinzie St, Chicago, IL","$1,652 - 2,789",Studio - 3 Bed,312-288-8972
17,"345 E Wacker Dr, Chicago, IL","$1,749 - 4,638",Studio - 3 Bed,773-904-9571
18,"4050-4064 W 115th St, Chicago, IL","$803 - 1,575",Studio - 2 Bed,331-481-7724
19,"545 N McClurg Ct, Chicago, IL","$2,180 - 9,730",Studio - 3 Bed,844-382-0901
20,"175 N Harbor Dr, Chicago, IL","$1,590 - 4,864",Studio - 3 Bed,888-767-6014
21,"2 E 8th St, Chicago, IL","$1,620 - 4,940",Studio - 3 Bed,855-401-6653
22,"2933 N Sheridan Rd, Chicago, IL","$1,730 - 2,500",1-3 Bed,888-463-3217
23,"833 W Buena Ave, Chicago, IL","$1,290 - 1,915",1-3 Bed,844-812-0763
