,Address,Price,Beds,Contact
0,11 S Green St Chicago 60607,"$1,584 - $3,425",Studio - 2 Br,844-417-3242
1,220 W Illinois St Chicago 60654,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
2,1 W Superior St Chicago 60654,"$1,500 - $3,509",Studio - 2 Br,312-219-9516
3,S Hyde Park Blvd Chicago 60615,"$1,427 - $5,781",1-3 Br,773-432-4830
4,N Des Plaines St Chicago 60661,"$2,079 - $5,377",Studio - 3 Br,312-957-4484
5,840 W Blackhawk St Chicago 60642,"$1,687 - $4,118",Studio - 2 Br,866-958-8596
6,401-465 E Illinois St Chicago 60611,"$1,775 - $4,445",Studio - 2 Br,844-274-9788
7,N Lake Shore Dr Chicago 60610,"$1,236 - $2,994",Studio - 2 Br,312-462-0403
8,200 E Chestnut St Chicago 60611,"$1,143 - $7,467",Studio - 2 Br,708-315-6519
9,3402-3453 N Elaine Pl Chicago 60657,"$1,672 - $3,840",1-3 Br,844-889-9247
10,E North Water St Chicago 60611,"$1,819 - $11,025",Studio - 3 Br,844-402-4750
11,1130 S Michigan Ave Chicago 60605,"$1,538 - $3,443",Studio - 2 Br,866-610-8317
12,1164-1212 W Madison St Chicago 60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
13,N Lake Shore Dr Chicago 60611,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
14,400 N McClurg Ct Chicago 60611,"$1,807 - $3,093",Studio - 2 Br,844-482-6861
15,500 E 33rd St Chicago 60616,"$879 - $2,000",Studio - 3 Br,312-985-0261
16,W Van Buren St Chicago 60605,"$1,875 - $4,595",Studio - 4 Br,844-250-5735
17,910 W Huron St Chicago 60642,"$1,875 - $4,595",Studio - 4 Br,844-741-2982
18,E South Water St Chicago 60601,"$1,660 - $3,884",Studio - 2 Br,866-599-7868
19,200 E Illinois St Chicago 60611,"$2,061 - $12,878",Studio - 4 Br,773-273-6395
20,225 N Columbus Dr Chicago 60601,"$1,630 - $3,682",Studio - 2 Br,866-933-3491
21,161 W Kinzie St Chicago 60654,"$1,875 - $6,337",Studio - 2 Br,844-892-1659
22,N Lake Shore Dr Chicago 60611,"$1,750 - $3,990",Studio - 2 Br,312-548-6742
23,555 W Madison St Chicago 60661,"$1,335 - $4,000",Studio - 2 Br,888-692-0211
