,Address,Price,Beds,Contact
0,1164-1212 W Madison St Chicago 60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
1,N Lake Shore Dr Chicago 60610,"$1,236 - $2,994",Studio - 2 Br,312-462-0403
2,910 W Huron St Chicago 60642,"$1,960 - $3,565",Studio - 4 Br,844-741-2982
3,200 E Illinois St Chicago 60611,"$2,061 - $12,878",Studio - 4 Br,773-273-6395
4,401-465 E Illinois St Chicago 60611,"$1,775 - $4,445",Studio - 2 Br,844-274-9788
5,400 N McClurg Ct Chicago 60611,"$1,752 - $3,019",Studio - 2 Br,844-482-6861
6,220 W Illinois St Chicago 60654,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
7,1130 S Michigan Ave Chicago 60605,"$1,538 - $3,443",Studio - 2 Br,866-610-8317
8,3402-3453 N Elaine Pl Chicago 60657,"$1,672 - $3,488",1-3 Br,844-889-9247
9,555 W Madison St Chicago 60661,"$1,350 - $3,985",Studio - 2 Br,888-692-0211
10,71 W Hubbard St Chicago 60654,"$1,795 - $6,495",Studio - 3 Br,312-219-9513
11,N Lake Shore Dr Chicago 60611,"$1,745 - $3,965",Studio - 2 Br,312-548-6742
12,E South Water St Chicago 60601,"$1,660 - $3,526",Studio - 2 Br,866-599-7868
13,200 E Chestnut St Chicago 60611,"$1,104 - $7,467",Studio - 2 Br,708-315-6519
14,E North Water St Chicago 60611,"$1,819 - $11,025",Studio - 3 Br,844-402-4750
15,E South Water St Chicago 60601,"$1,551 - $4,395",Studio - 2 Br,312-288-8069
16,N Des Plaines St Chicago 60661,"$2,389 - $5,330",Studio - 3 Br,312-957-4484
17,345 E Wacker Dr Chicago 60601,"$1,682 - $3,543",Studio - 3 Br,773-904-9571
18,765 W Adams St Chicago 60661,"$1,659 - $9,350",Studio - 3 Br,773-675-1174
19,850 S Clark St Chicago 60605,"$1,768 - $3,542",Studio - 2 Br,312-462-1938
20,500 E 33rd St Chicago 60616,"$879 - $2,000",Studio - 3 Br,312-985-0261
21,225 N Columbus Dr Chicago 60601,"$1,630 - $3,682",Studio - 2 Br,866-933-3491
22,1 W Superior St Chicago 60654,"$1,441 - $3,534",Studio - 2 Br,312-219-9516
23,N Lake Shore Dr Chicago 60611,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
