,Address,Price,Beds,Contact
0,601 W Jackson Blvd Chicago 60661,"$1,520 - $4,565",Studio - 2 Br,844-443-8919
1,200 E Illinois St Chicago 60611,"$2,319 - $12,878",Studio - 3 Br,773-273-6395
2,707 N Wells St Chicago 60654,"$2,760 - $5,621",1-3 Br,844-837-3913
3,E South Water St Chicago 60601,"$1,805 - $4,595",Studio - 2 Br,866-599-7868
4,345 E Wacker Dr Chicago 60601,"$1,577 - $3,525",Studio - 3 Br,773-904-9571
5,E South Water St Chicago 60601,"$1,624 - $4,469",Studio - 2 Br,312-288-8069
6,W Wolf Point Plz Chicago 60654,"$1,841 - $10,900",Studio - 3 Br,844-811-0188
7,225 N Columbus Dr Chicago 60601,"$1,840 - $5,154",Studio - 2 Br,866-933-3491
8,730 W Couch Pl Chicago 60661,"$1,750 - $5,000",Studio - 3 Br,844-294-8524
9,555 W Kinzie St Chicago 60654,"$1,550 - $4,497",Studio - 3 Br,312-288-8972
10,N Des Plaines St Chicago 60661,"$1,938 - $5,096",Studio - 3 Br,312-957-4484
11,N Lake Shore Dr Chicago 60611,"$1,835 - $2,800",Studio - 1 Br,312-548-6742
12,840 W Blackhawk St Chicago 60642,"$2,216 - $4,238",Studio - 2 Br,866-958-8596
13,200 E Chestnut St Chicago 60611,"$1,198 - $8,375",Studio - 2 Br,708-315-6519
14,555 W Madison St Chicago 60661,"$1,358 - $4,065",Studio - 2 Br,888-692-0211
15,N Lake Shore Dr Chicago 60610,"$1,339 - $3,078",Studio - 2 Br,312-462-0403
16,910 W Huron St Chicago 60642,"$1,970 - $3,360",Studio - 4 Br,844-741-2982
17,161 W Kinzie St Chicago 60654,"$1,890 - $6,337",Studio - 2 Br,844-892-1659
18,400 N McClurg Ct Chicago 60611,"$1,768 - $3,061",Studio - 2 Br,844-482-6861
19,71 W Hubbard St Chicago 60654,"$1,795 - $6,483",Studio - 3 Br,312-219-9513
20,850 S Clark St Chicago 60605,"$1,725 - $3,452",Studio - 2 Br,312-462-1938
21,8 W Chestnut St Chicago 60610,"$1,475 - $2,709",1-2 Br,312-646-4941
22,25 W Randolph St Chicago 60602,"$1,823 - $7,987",Studio - 3 Br,844-808-9214
23,1 W Superior St Chicago 60654,"$1,572 - $4,114",Studio - 2 Br,312-219-9516
24,5527-5537 S Everett Ave Chicago 60637,"$995 - $1,850",Studio - 2 Br,844-285-1275
