,Address,Price,Beds,Contact
0,200 E Chestnut St Chicago 60611,"$1,333 - $9,070",Studio - 2 Br,708-315-6519
1,850 S Clark St Chicago 60605,"$1,751 - $3,410",Studio - 2 Br,312-462-1938
2,71 W Hubbard St Chicago 60654,"$1,865 - $6,483",Studio - 3 Br,312-219-9513
3,1209 W Arthur Ave Chicago 60626,"$1,450 - $2,575",Studio - 2 Br,773-649-4071
4,555 W Madison St Chicago 60661,"$1,425 - $4,760",Studio - 2 Br,888-692-0211
5,545 N McClurg Ct Chicago 60611,"$1,766 - $8,805",Studio - 3 Br,844-382-0901
6,8 W Chestnut St Chicago 60610,"$1,475 - $2,709",1-2 Br,312-646-4941
7,N Lake Shore Dr Chicago 60610,"$1,272 - $3,146",Studio - 2 Br,312-462-0403
8,1130 S Michigan Ave Chicago 60605,"$1,501 - $3,506",Studio - 2 Br,866-610-8317
9,1001 S State St Chicago 60605,Call for Rent,Studio - 3 Br,844-843-7332
10,25 W Randolph St Chicago 60602,"$1,915 - $7,987",Studio - 3 Br,844-808-9214
11,1164-1212 W Madison St Chicago 60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
12,910 W Huron St Chicago 60642,"$1,995 - $3,315",Studio - 4 Br,844-741-2982
13,161 W Kinzie St Chicago 60654,"$1,920 - $6,337",Studio - 2 Br,844-892-1659
14,400 N McClurg Ct Chicago 60611,"$1,897 - $2,576",Studio - 2 Br,844-482-6861
15,S LAKE SHORE Dr Chicago 60615,"$1,418 - $2,545",Studio - 3 Br,866-611-2494
16,5454 S Shore Dr Chicago 60615,"$1,655 - $3,775",1-3 Br,844-815-4511
17,4726-4740 S Woodlawn Ave Chicago 60615,"$890 - $1,235",Studio - 1 Br,844-265-5221
18,200 E Illinois St Chicago 60611,"$2,154 - $12,878",Studio - 3 Br,773-273-6395
19,1 W Superior St Chicago 60654,"$1,658 - $3,637",Studio - 2 Br,312-219-9516
20,840 W Blackhawk St Chicago 60642,"$1,877 - $4,306",Studio - 2 Br,866-958-8596
21,500 N Milwaukee Ave Chicago 60622,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
22,625 W Division St Chicago 60610,"$1,850 - $3,650",Studio - 2 Br,844-525-6919
23,707 N Wells St Chicago 60654,"$2,707 - $5,796",1-3 Br,844-837-3913
