,Address,Price,Beds,Contact
0,"347 W Chestnut St, Chicago, IL","$1,875 - 6,726",,312-702-1232
1,"1164-1212 W Madison St, Chicago, IL","$1,875 - 3,250",,844-737-7559
2,"765 W Adams St, Chicago, IL","$1,955 - 3,521",,773-675-1174
3,"161 W Kinzie St, Chicago, IL","$1,870 - 3,835",,844-892-1659
4,"E North Water St, Chicago, IL","$2,313 - 7,851",,844-402-4750
5,"11 S Green St, Chicago, IL","$1,619 - 3,366",,844-417-3242
6,"400 N McClurg Ct, Chicago, IL","$1,605 - 3,089",,844-482-6861
7,"1890 Maple St, Chicago, IL","$1,704 - 7,692",,224-420-9126
8,"1225 N Wells St, Chicago, IL","$1,789 - 5,935",,844-841-6325
9,"1 W Superior St, Chicago, IL","$1,540 - 4,802",,312-219-9516
10,"71 W Hubbard St, Chicago, IL","$1,879 - 6,595",,312-219-9513
11,"8 W Chestnut St, Chicago, IL","$1,539 - 2,669",,312-646-4941
12,"850 S Clark St, Chicago, IL","$1,582 - 3,266",,312-462-1938
13,"545 N McClurg Ct, Chicago, IL","$1,912 - 8,805",,844-382-0901
14,"N Lake Shore Dr, Chicago, IL","$1,313 - 5,128",,312-462-0403
15,"1130 S Michigan Ave, Chicago, IL","$1,598 - 5,650",,866-610-8317
16,"540 N State St, Chicago, IL","$2,020 - 3,675",,844-862-9462
17,"1001 S State St, Chicago, IL","$1,750 - 5,735",,844-843-7332
18,"25 W Randolph St, Chicago, IL","$1,915 - 8,127",,844-808-9214
19,"S LAKE SHORE Dr, Chicago, IL","$1,204 - 4,778",,312-883-4202
20,"4726-4740 S Woodlawn Ave, Chicago, IL","$806 - 2,322",,773-649-3257
21,"1209 W Arthur Ave, Chicago, IL","$1,565 - 2,575",,773-649-4071
22,"601 W Jackson Blvd, Chicago, IL","$1,374 - 4,475",,844-443-8919
23,"5527-5537 S Everett Ave, Chicago, IL","$1,140 - 2,025",,844-285-1275
24,"200 E Illinois St, Chicago, IL","$1,957 - 15,184",,773-273-6395
