,Address,Price,Beds,Contact
0,200 E Illinois St Chicago 60611,"$1,934 - $12,878",Studio - 3 Br,773-273-6395
1,500 N Milwaukee Ave Chicago 60622,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
2,1 W Superior St Chicago 60654,"$1,789 - $5,240",Studio - 2 Br,312-219-9516
3,625 W Division St Chicago 60610,"$1,925 - $3,625",Studio - 2 Br,844-525-6919
4,707 N Wells St Chicago 60654,"$2,707 - $5,796",1-3 Br,844-312-7045
5,601 W Jackson Blvd Chicago 60661,"$1,305 - $4,541",Studio - 2 Br,844-443-8919
6,420 E Ohio St Chicago 60611,"$1,615 - $4,600",Studio - 3 Br,888-380-0393
7,840 W Blackhawk St Chicago 60642,"$1,919 - $4,569",Studio - 2 Br,866-958-8596
8,E South Water St Chicago 60601,"$1,968 - $4,040",Studio - 2 Br,866-599-7868
9,E South Water St Chicago 60601,"$1,786 - $5,208",Studio - 2 Br,312-288-8069
10,W Wolf Point Plz Chicago 60654,"$1,918 - $10,900",Studio - 3 Br,844-811-0188
11,225 N Columbus Dr Chicago 60601,"$2,095 - $5,462",Studio - 2 Br,866-933-3491
12,345 E Wacker Dr Chicago 60601,"$1,785 - $4,901",Studio - 3 Br,773-904-9571
13,555 W Kinzie St Chicago 60654,"$1,554 - $5,735",Studio - 3 Br,312-288-8972
14,730 W Couch Pl Chicago 60661,"$1,750 - $5,550",Studio - 3 Br,844-294-8524
15,N Des Plaines St Chicago 60661,"$2,073 - $5,390",Studio - 3 Br,312-957-4484
16,S Hyde Park Blvd Chicago 60615,"$1,572 - $6,488",1-3 Br,773-432-4830
17,1890 Maple St Chicago 60201,"$1,683 - $5,000",Studio - 3 Br,224-420-9126
18,200 E Chestnut St Chicago 60611,"$1,538 - $3,441",Studio - 2 Br,708-315-6519
19,71 W Hubbard St Chicago 60654,"$1,919 - $6,535",Studio - 3 Br,312-219-9513
20,850 S Clark St Chicago 60605,"$1,724 - $3,437",Studio - 2 Br,312-462-1938
21,555 W Madison St Chicago 60661,"$1,395 - $4,835",Studio - 2 Br,888-692-0211
22,1209 W Arthur Ave Chicago 60626,"$1,575 - $2,575",Studio - 2 Br,773-649-4071
23,8 W Chestnut St Chicago 60610,"$1,339 - $2,789",1-2 Br,312-646-4941
24,545 N McClurg Ct Chicago 60611,"$1,995 - $8,805",Studio - 3 Br,844-382-0901
