,Address,Price,Beds,Contact
0,601 W Jackson Blvd Chicago 60661,"$1,466 - $4,840",Studio - 2 Br,844-443-8919
1,420 E Ohio St Chicago 60611,"$1,605 - $4,600",Studio - 3 Br,888-380-0393
2,500 N Milwaukee Ave Chicago 60622,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
3,840 W Blackhawk St Chicago 60642,"$2,085 - $4,537",Studio - 2 Br,866-958-8596
4,1 W Superior St Chicago 60654,"$1,676 - $4,131",Studio - 2 Br,312-219-9516
5,200 E Illinois St Chicago 60611,"$2,268 - $12,878",Studio - 3 Br,773-273-6395
6,625 W Division St Chicago 60610,"$1,875 - $3,650",Studio - 2 Br,844-525-6919
7,707 N Wells St Chicago 60654,"$2,707 - $5,521",1-3 Br,844-837-3913
8,W Wolf Point Plz Chicago 60654,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
9,225 N Columbus Dr Chicago 60601,"$2,028 - $5,392",Studio - 2 Br,866-933-3491
10,E South Water St Chicago 60601,"$1,910 - $4,564",Studio - 2 Br,866-599-7868
11,E South Water St Chicago 60601,"$1,696 - $5,480",Studio - 2 Br,312-288-8069
12,345 E Wacker Dr Chicago 60601,"$2,151 - $4,688",Studio - 3 Br,773-904-9571
13,730 W Couch Pl Chicago 60661,"$1,750 - $5,150",Studio - 3 Br,844-294-8524
14,555 W Kinzie St Chicago 60654,"$1,630 - $4,396",Studio - 3 Br,312-288-8972
15,N Des Plaines St Chicago 60661,"$1,959 - $4,683",Studio - 3 Br,312-957-4484
16,S Hyde Park Blvd Chicago 60615,"$1,383 - $3,842",1-3 Br,773-432-4830
17,N Lake Shore Dr Chicago 60611,"$1,970 - $4,125",Studio - 2 Br,312-548-6742
18,200 E Chestnut St Chicago 60611,"$1,407 - $8,894",Studio - 2 Br,708-315-6519
19,1890 Maple St Chicago 60201,"$1,660 - $5,000",Studio - 3 Br,224-420-9126
20,1209 W Arthur Ave Chicago 60626,"$1,450 - $2,575",Studio - 2 Br,773-649-4071
21,850 S Clark St Chicago 60605,"$1,747 - $3,356",Studio - 2 Br,312-462-1938
22,71 W Hubbard St Chicago 60654,"$1,870 - $6,483",Studio - 3 Br,312-219-9513
23,555 W Madison St Chicago 60661,"$1,400 - $4,855",Studio - 2 Br,888-692-0211
24,545 N McClurg Ct Chicago 60611,"$1,766 - $8,805",Studio - 3 Br,844-382-0901
