,Address,Price,Beds,Contact
0,161 W Kinzie St Chicago 60654,"$1,630 - $6,337",Studio - 2 Br,844-892-1659
1,71 W Hubbard St Chicago 60654,"$1,789 - $6,495",Studio - 3 Br,312-219-9513
2,805 N LaSalle Dr Chicago 60610,"$1,600 - $5,100",Studio - 2 Br,872-206-3038
3,200 E Illinois St Chicago 60611,"$1,942 - $12,878",Studio - 4 Br,773-273-6395
4,3402-3453 N Elaine Pl Chicago 60657,"$1,600 - $2,738",1-3 Br,844-889-9247
5,1 W Superior St Chicago 60654,"$1,571 - $4,480",Studio - 2 Br,312-219-9516
6,W Van Buren St Chicago 60605,"$1,899 - $1,999",Studio - 4 Br,844-250-5735
7,200 E Chestnut St Chicago 60611,"$1,302 - $7,054",Studio - 2 Br,708-315-6519
8,171 N Halsted St Chicago 60661,"$1,750 - $5,250",Studio - 3 Br,844-294-8524
9,1130 S Michigan Ave Chicago 60605,"$1,405 - $3,700",Studio - 2 Br,866-610-8317
10,850 S Clark St Chicago 60605,"$1,765 - $3,519",Studio - 2 Br,312-462-1938
11,555 W Madison St Chicago 60661,"$1,320 - $4,040",Studio - 2 Br,888-692-0211
12,225 N Columbus Dr Chicago 60601,"$1,587 - $5,364",Studio - 2 Br,866-933-3491
13,E North Water St Chicago 60611,"$1,969 - $10,500",Studio - 3 Br,844-402-4750
14,N Lake Shore Dr Chicago 60611,"$2,040 - $3,765",Studio - 2 Br,312-548-6742
15,400 N McClurg Ct Chicago 60611,"$2,070 - $2,913",Studio - 2 Br,844-482-6861
16,E South Water St Chicago 60601,"$1,450 - $3,097",Studio - 2 Br,866-599-7868
17,1164-1212 W Madison St Chicago 60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
18,N Lake Shore Dr Chicago 60610,"$1,272 - $2,994",Studio - 2 Br,312-462-0403
19,E South Water St Chicago 60601,"$1,572 - $3,849",Studio - 2 Br,312-288-8069
20,11 S Green St Chicago 60607,"$1,675 - $3,335",Studio - 2 Br,844-417-3242
21,840 W Blackhawk St Chicago 60642,"$1,778 - $3,913",Studio - 2 Br,866-958-8596
22,345 E Wacker Dr Chicago 60601,"$1,636 - $4,485",Studio - 3 Br,773-904-9571
23,S Hyde Park Blvd Chicago 60615,"$1,458 - $6,318",1-3 Br,773-432-4830
24,765 W Adams St Chicago 60661,Call for Rent,Studio - 3 Br,773-675-1174
