,Address,Price,Beds,Contact
0,"601 W Jackson Blvd Chicago ,","$1,596 - $4,619",Studio - 2 Br,844-443-8919
1,"5527-5537 S Everett Ave Chicago ,","$995 - $1,850",Studio - 2 Br,844-285-1275
2,"420 E Ohio St Chicago ,","$1,615 - $4,600",Studio - 3 Br,888-380-0393
3,"840 W Blackhawk St Chicago ,","$1,919 - $4,569",Studio - 2 Br,866-958-8596
4,"1 W Superior St Chicago ,","$1,601 - $4,756",Studio - 2 Br,312-219-9516
5,"200 E Illinois St Chicago ,","$2,518 - $12,878",Studio - 3 Br,773-273-6395
6,"500 N Milwaukee Ave Chicago ,","$1,730 - $5,500",Studio - 3 Br,312-964-3768
7,"625 W Division St Chicago ,","$1,925 - $3,700",Studio - 2 Br,844-525-6919
8,"707 N Wells St Chicago ,","$2,550 - $5,332",1-3 Br,844-312-7045
9,"730 W Couch Pl Chicago ,","$1,750 - $5,550",Studio - 3 Br,844-294-8524
10,"E South Water St Chicago ,","$1,779 - $4,599",Studio - 2 Br,866-599-7868
11,"W Wolf Point Plz Chicago ,","$1,928 - $10,900",Studio - 3 Br,844-811-0188
12,"345 E Wacker Dr Chicago ,","$1,881 - $4,862",Studio - 3 Br,773-904-9571
13,"E South Water St Chicago ,","$2,010 - $4,388",Studio - 2 Br,312-288-8069
14,"225 N Columbus Dr Chicago ,","$1,871 - $5,092",Studio - 2 Br,866-933-3491
15,"555 W Kinzie St Chicago ,","$1,527 - $6,258",Studio - 3 Br,312-288-8972
16,"833 W Buena Ave Chicago ,","$1,290 - $1,650",1-3 Br,888-236-7009
17,"N Des Plaines St Chicago ,","$2,126 - $5,176",Studio - 3 Br,312-957-4484
18,"N Lake Shore Dr Chicago ,","$2,265 - $4,115",Studio - 2 Br,312-548-6742
19,"S Hyde Park Blvd Chicago ,","$1,573 - $6,220",1-3 Br,773-432-4830
20,"5454 S Shore Dr Chicago ,","$1,515 - $4,500",Studio - 3 Br,844-815-4511
21,"5105 S Harper Ave Chicago ,","$1,908 - $4,964",1-3 Br,844-867-6288
22,"S LAKE SHORE Dr Chicago ,","$1,484 - $3,805",1-3 Br,866-611-2494
23,"4726-4740 S Woodlawn Ave Chicago ,","$1,290 - $2,790",2-3 Br,844-265-5221
