,Address,Price,Beds,Contact
0,71 W Hubbard St Chicago 60654,"$1,776 - $6,350",Studio - 3 Br,312-219-9513
1,E South Water St Chicago 60601,"$1,561 - $3,216",Studio - 2 Br,866-599-7868
2,500 E 33rd St Chicago 60616,"$837 - $2,341",Studio - 3 Br,312-985-0261
3,N Lake Shore Dr Chicago 60611,Call for Rent,Studio - 3 Br,312-462-1903
4,225 N Columbus Dr Chicago 60601,"$1,648 - $4,944",Studio - 2 Br,866-933-3491
5,840 W Blackhawk St Chicago 60642,"$1,807 - $4,754",Studio - 2 Br,866-958-8596
6,220 W Illinois St Chicago 60654,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
7,1130 S Michigan Ave Chicago 60605,"$1,543 - $4,100",Studio - 2 Br,866-610-8317
8,1164-1212 W Madison St Chicago 60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
9,805 N LaSalle Dr Chicago 60610,"$1,600 - $5,100",Studio - 2 Br,872-206-3038
10,11 S Green St Chicago 60607,"$1,669 - $3,335",Studio - 2 Br,844-417-3242
11,N Lake Shore Dr Chicago 60610,"$1,272 - $2,994",Studio - 2 Br,312-462-0403
12,400 N McClurg Ct Chicago 60611,"$1,591 - $2,966",Studio - 2 Br,844-482-6861
13,910 W Huron St Chicago 60642,"$2,145 - $3,760",Studio - 4 Br,844-741-2982
14,E South Water St Chicago 60601,"$1,570 - $4,195",Studio - 2 Br,312-288-8069
15,850 S Clark St Chicago 60605,"$1,765 - $3,485",Studio - 2 Br,312-462-1938
16,345 E Wacker Dr Chicago 60601,"$1,635 - $4,429",Studio - 3 Br,773-904-9571
17,3402-3453 N Elaine Pl Chicago 60657,"$1,600 - $2,738",1-3 Br,844-889-9247
18,S Hyde Park Blvd Chicago 60615,"$1,455 - $6,214",1-3 Br,773-432-4830
19,765 W Adams St Chicago 60661,Call for Rent,Studio - 3 Br,773-675-1174
20,N Des Plaines St Chicago 60661,"$1,895 - $4,729",Studio - 3 Br,312-957-4484
21,200 E Illinois St Chicago 60611,"$1,733 - $12,878",Studio - 4 Br,773-273-6395
22,555 W Madison St Chicago 60661,"$1,300 - $4,080",Studio - 2 Br,888-692-0211
23,1 W Superior St Chicago 60654,"$1,526 - $4,758",Studio - 2 Br,312-219-9516
24,W Van Buren St Chicago 60605,"$1,349 - $1,999",Studio - 4 Br,844-250-5735
