,Address,Price,Beds,Contact
0,555 W Madison St Chicago 60661,"$1,350 - $3,985",Studio - 2 Br,888-692-0211
1,910 W Huron St Chicago 60642,"$1,970 - $3,520",Studio - 4 Br,844-741-2982
2,W Van Buren St Chicago 60605,"$879 - $2,000",Studio - 4 Br,844-250-5735
3,500 E 33rd St Chicago 60616,"$879 - $2,000",Studio - 3 Br,312-985-0261
4,N Des Plaines St Chicago 60661,"$2,389 - $5,330",Studio - 3 Br,312-957-4484
5,200 E Chestnut St Chicago 60611,"$1,104 - $7,416",Studio - 2 Br,708-315-6519
6,200 E Illinois St Chicago 60611,"$2,033 - $12,878",Studio - 4 Br,773-273-6395
7,E South Water St Chicago 60601,"$1,660 - $3,925",Studio - 2 Br,866-599-7868
8,225 N Columbus Dr Chicago 60601,"$1,630 - $3,682",Studio - 2 Br,866-933-3491
9,401-465 E Illinois St Chicago 60611,"$1,775 - $4,445",Studio - 2 Br,844-274-9788
10,1130 S Michigan Ave Chicago 60605,"$1,509 - $3,443",Studio - 2 Br,866-610-8317
11,N Lake Shore Dr Chicago 60611,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
12,850 S Clark St Chicago 60605,"$1,768 - $3,542",Studio - 2 Br,312-462-1938
13,71 W Hubbard St Chicago 60654,"$1,795 - $6,495",Studio - 3 Br,312-219-9513
14,1 W Superior St Chicago 60654,"$1,542 - $3,534",Studio - 2 Br,312-219-9516
15,840 W Blackhawk St Chicago 60642,"$1,687 - $4,096",Studio - 2 Br,866-958-8596
16,S Hyde Park Blvd Chicago 60615,"$1,378 - $5,781",1-3 Br,773-432-4830
17,11 S Green St Chicago 60607,"$1,584 - $3,425",Studio - 2 Br,844-417-3242
18,N Lake Shore Dr Chicago 60611,"$1,735 - $3,950",Studio - 2 Br,312-548-6742
19,220 W Illinois St Chicago 60654,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
20,N Lake Shore Dr Chicago 60610,"$1,236 - $2,994",Studio - 2 Br,312-462-0403
21,345 E Wacker Dr Chicago 60601,"$1,758 - $3,551",Studio - 3 Br,773-904-9571
22,3402-3453 N Elaine Pl Chicago 60657,"$1,672 - $3,488",1-3 Br,844-889-9247
23,E North Water St Chicago 60611,"$1,819 - $11,025",Studio - 3 Br,844-402-4750
