,Address,Price,Beds,Contact
0,10 Apartments in Chicago,"$1,340 - 3,045",Studio - 2 Bed,
1,"555 W Madison St, Chicago, IL","$1,340 - 3,045",Studio - 2 Bed,888-692-0211
2,"175 N Harbor Dr, Chicago, IL","$1,619 - 5,226",Studio - 3 Bed,888-767-6014
3,"1350 N Wells St, Chicago, IL","$1,620 - 4,155",Studio - 2 Bed,866-854-1757
4,"4334 N Hazel St, Chicago, IL","$1,305 - 2,460",Studio - 2 Bed,888-769-6192
5,"320 W Illinois St, Chicago, IL","$1,525 - 3,710",Studio - 2 Bed,844-402-3801
6,"Martin Luther King Dr, Chicago, IL","$987 - 7,876",Studio - 3 Bed,844-827-1869
7,"500 E 33rd St, Chicago, IL","$741 - 4,896",Studio - 3 Bed,844-687-6555
8,"N Lake Shore Dr, Chicago, IL","$1,298 - 10,272",Studio - 2 Bed,844-740-9960
9,"730 W Couch Pl, Chicago, IL","$1,760 - 14,572",Studio - 3 Bed,844-294-8524
10,"167 W Erie St, Chicago, IL","$2,003 - 5,595",Studio - 3 Bed,844-249-5467
11,"1333 S Wabash Ave, Chicago, IL","$1,965 - 7,579",1-3 Bed,312-767-5990
12,"165 W Superior, Chicago, IL","$1,879 - 4,537",Studio - 3 Bed,844-214-0691
13,"W Wolf Point Plz, Chicago, IL","$1,838 - 28,356",Studio - 3 Bed,844-811-0188
14,"1136-1140 S Wabash Ave, Chicago, IL","$1,445 - 3,370",Studio - 2 Bed,312-637-6585
15,"1 E Delaware Pl, Chicago, IL","$1,820 - 3,650",Studio - 2 Bed,855-707-4966
16,"225 N Columbus Dr, Chicago, IL","$1,727 - 6,897",Studio - 2 Bed,866-933-3491
17,"445 E Ohio St, Chicago, IL","$1,492 - 2,425",Studio - 2 Bed,877-395-7096
18,"345 E Wacker Dr, Chicago, IL","$1,873 - 5,195",Studio - 3 Bed,773-904-9571
19,"555 W Kinzie St, Chicago, IL","$1,639 - 3,437",Studio - 3 Bed,312-288-8972
20,"4050-4064 W 115th St, Chicago, IL","$787 - 1,575",Studio - 2 Bed,331-481-7724
21,"545 N McClurg Ct, Chicago, IL","$1,810 - 9,325",Studio - 3 Bed,844-382-0901
22,"2 E 8th St, Chicago, IL","$1,625 - 4,940",Studio - 3 Bed,855-401-6653
23,"2933 N Sheridan Rd, Chicago, IL","$1,730 - 2,725",1-3 Bed,888-463-3217
24,"639-655 W Grace St, Chicago, IL","$1,070 - 1,440",Studio - 2 Bed,773-596-9611
25,"65 E Scott St, Chicago, IL","$1,400 - 2,500",Studio - 2 Bed,312-638-2436
