,Address,Price,Beds,Contact
0,400 E South Water St Chicago  60601,"$1,966 - $4,088",Studio - 2 Br,866-599-7868
1,360 E South Water St Chicago  60601,"$2,041 - $5,185",Studio - 2 Br,312-288-8069
2,343 W Wolf Point Plz Chicago  60654,"$1,918 - $10,900",Studio - 3 Br,844-811-0188
3,345 E Wacker Dr Chicago  60601,"$1,737 - $4,866",Studio - 3 Br,773-904-9571
4,225 N Columbus Dr Chicago  60601,"$2,098 - $5,365",Studio - 2 Br,866-933-3491
5,730 W Couch Pl Chicago  60661,"$1,750 - $5,550",Studio - 3 Br,844-294-8524
6,555 W Kinzie St Chicago  60654,"$1,552 - $5,735",Studio - 3 Br,312-288-8972
7,11 S Green St Chicago  60607,"$1,539 - $3,800",Studio - 2 Br,844-417-3242
8,123 N Des Plaines St Chicago  60661,"$2,073 - $5,390",Studio - 3 Br,312-957-4484
9,5140 S Hyde Park Blvd Chicago  60615,"$1,595 - $6,488",1-3 Br,773-432-4830
10,500 N Milwaukee Ave Chicago  60622,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
11,707 N Wells St Chicago  60654,"$2,707 - $5,796",1-3 Br,844-312-7045
12,625 W Division St Chicago  60610,"$1,925 - $3,625",Studio - 2 Br,844-525-6919
13,601 W Jackson Blvd Chicago  60661,"$1,305 - $4,541",Studio - 2 Br,844-443-8919
14,1209 W Arthur Ave Chicago  60626,"$1,575 - $2,575",Studio - 2 Br,773-649-4071
15,71 W Hubbard St Chicago  60654,"$1,914 - $6,535",Studio - 3 Br,312-219-9513
16,8 W Chestnut St Chicago  60610,"$1,339 - $2,789",1-2 Br,312-646-4941
17,850 S Clark St Chicago  60605,"$1,739 - $3,433",Studio - 2 Br,312-462-1938
18,555 W Madison St Chicago  60661,"$1,395 - $4,920",Studio - 2 Br,888-692-0211
19,545 N McClurg Ct Chicago  60611,"$1,995 - $8,805",Studio - 3 Br,844-382-0901
20,1001 S State St Chicago  60605,"$1,610 - $5,735",Studio - 3 Br,844-843-7332
21,25 W Randolph St Chicago  60601,"$1,871 - $7,987",Studio - 3 Br,844-808-9214
22,1164-1212 W Madison St Chicago  60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
23,910 W Huron St Chicago  60642,Call for Rent,Studio - 4 Br,844-741-2982
24,5454 S Shore Dr Chicago  60615,"$1,490 - $4,475",1-3 Br,844-815-4511
