,Address,Price,Beds,Contact
0,5454 S Shore Dr Chicago  60615,"$1,339 - $4,500",1-3 Br,844-815-4511
1,5105 S Harper Ave Chicago  60615,"$1,803 - $4,655",1-3 Br,844-867-6288
2,5020-5050 S LAKE SHORE Dr Chicago  60615,"$1,370 - $3,669",Studio - 3 Br,866-611-2494
3,1606 E Hyde Park Blvd Chicago  60615,"$1,174 - $2,360",Studio - 2 Br,844-761-9442
4,1 W Superior St Chicago  60654,"$1,683 - $5,148",Studio - 2 Br,312-219-9516
5,840 W Blackhawk St Chicago  60642,"$1,919 - $4,569",Studio - 2 Br,866-958-8596
6,200 E Illinois St Chicago  60611,"$1,938 - $12,878",Studio - 3 Br,773-273-6395
7,500 N Milwaukee Ave Chicago  60622,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
8,707 N Wells St Chicago  60654,"$2,707 - $5,796",1-3 Br,844-312-7045
9,625 W Division St Chicago  60610,"$1,925 - $3,625",Studio - 2 Br,844-525-6919
10,601 W Jackson Blvd Chicago  60661,"$1,305 - $4,525",Studio - 2 Br,844-443-8919
11,420 E Ohio St Chicago  60611,"$1,615 - $4,600",Studio - 3 Br,888-380-0393
12,343 W Wolf Point Plz Chicago  60654,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
13,400 E South Water St Chicago  60601,"$1,691 - $4,110",Studio - 2 Br,866-599-7868
14,360 E South Water St Chicago  60601,"$1,617 - $5,248",Studio - 2 Br,312-288-8069
15,225 N Columbus Dr Chicago  60601,"$2,073 - $5,577",Studio - 2 Br,866-933-3491
16,345 E Wacker Dr Chicago  60601,"$1,723 - $4,950",Studio - 3 Br,773-904-9571
17,555 W Kinzie St Chicago  60654,"$1,629 - $5,735",Studio - 3 Br,312-288-8972
18,730 W Couch Pl Chicago  60661,"$1,750 - $5,150",Studio - 3 Br,844-294-8524
19,500 N Lake Shore Dr Chicago  60611,"$1,875 - $4,590",Studio - 2 Br,312-548-6742
20,5140 S Hyde Park Blvd Chicago  60615,"$1,542 - $6,386",1-3 Br,773-432-4830
21,1890 Maple St Chicago  60201,"$1,639 - $5,468",Studio - 3 Br,224-420-9126
22,200 E Chestnut St Chicago  60611,"$1,535 - $3,582",Studio - 2 Br,708-315-6519
23,71 W Hubbard St Chicago  60654,"$1,870 - $6,535",Studio - 3 Br,312-219-9513
