,Address,Price,Beds,Contact
0,360 E South Water St Chicago  60601,"$1,650 - $4,403",Studio - 2 Br,312-288-8069
1,5020-5050 S LAKE SHORE Dr Chicago  60615,"$1,321 - $3,325",Studio - 3 Br,866-611-2494
2,345 E Wacker Dr Chicago  60601,"$1,596 - $4,501",Studio - 3 Br,773-904-9571
3,200 E Chestnut St Chicago  60611,"$1,228 - $2,893",Studio - 2 Br,708-315-6519
4,910 W Huron St Chicago  60642,"$1,730 - $4,100",Studio - 4 Br,312-646-4936
5,500 E 33rd St Chicago  60616,"$730 - $1,794",Studio - 3 Br,312-985-0261
6,1130 S Michigan Ave Chicago  60605,"$1,418 - $4,201",Studio - 2 Br,866-610-8317
7,805 N LaSalle Dr Chicago  60610,"$1,600 - $5,100",Studio - 2 Br,872-206-3038
8,1164-1212 W Madison St Chicago  60607,"$2,200 - $3,379",Studio - 2 Br,855-539-7702
9,850 S Clark St Chicago  60605,"$1,785 - $3,545",Studio - 2 Br,312-462-1938
10,1350 N Lake Shore Dr Chicago  60610,"$1,226 - $3,032",Studio - 2 Br,312-462-0403
11,200 E Illinois St Chicago  60611,"$1,828 - $12,878",Studio - 4 Br,773-273-6395
12,400 N McClurg Ct Chicago  60611,"$1,860 - $3,014",Studio - 2 Br,877-421-7889
13,71 W Hubbard St Chicago  60654,"$1,873 - $6,969",Studio - 3 Br,312-219-9513
14,765 W Adams St Chicago  60661,"$1,830 - $7,900",Studio - 3 Br,773-675-1174
15,400 E South Water St Chicago  60601,"$1,745 - $3,429",Studio - 2 Br,866-599-7868
16,161 W Kinzie St Chicago  60654,"$1,815 - $6,545",Studio - 2 Br,877-474-5097
17,111 W Wacker Dr Chicago  60601,"$1,921 - $14,291",Studio - 3 Br,708-546-4173
18,123 N Des Plaines St Chicago  60661,"$2,005 - $4,556",Studio - 3 Br,312-957-4484
19,225 N Columbus Dr Chicago  60601,"$1,930 - $3,525",Studio - 2 Br,866-933-3491
20,850 N Lake Shore Dr Chicago  60611,"$2,290 - $12,000",Studio - 3 Br,312-462-1903
21,845-845 N State St Chicago  60610,"$1,723 - $4,064",Studio - 2 Br,312-265-3057
22,900 S Clark St Chicago  60605,"$1,439 - $3,838",Studio - 3 Br,877-834-2986
23,340 E North Water St Chicago  60611,"$1,939 - $13,500",Studio - 3 Br,844-402-4750
24,5140 S Hyde Park Blvd Chicago  60615,"$1,289 - $4,398",1-3 Br,773-432-4830
