,Address,Price,Beds,Contact
0,10 Apartments in Chicago ,"$1,520 - 2,705",1-2 Bed,
1,"2300 S Michigan Ave, Chicago, IL ","$1,520 - 2,705",1-2 Bed,312-646-4878
2,"555 W Madison St, Chicago, IL ","$1,365 - 3,540",Studio - 2 Bed,888-692-0211
3,"175 N Harbor Dr, Chicago, IL ","$1,545 - 5,539",Studio - 3 Bed,888-767-6014
4,"1350 N Wells St, Chicago, IL ","$1,615 - 4,360",Studio - 2 Bed,866-854-1757
5,"4334 N Hazel St, Chicago, IL ","$1,300 - 2,380",Studio - 2 Bed,888-769-6192
6,"2851 S Martin Luther King Dr, Chicago, IL ","$830 - 11,118",Studio - 3 Bed,844-827-1869
7,"1350 N Lake Shore Dr, Chicago, IL ","$1,527 - 3,626",Studio - 2 Bed,844-740-9960
8,"500 E 33rd St, Chicago, IL ","$739 - 3,075",Studio - 3 Bed,844-687-6555
9,"730 W Couch Pl, Chicago, IL ","$1,945 - 5,635",Studio - 3 Bed,844-294-8524
10,"167 W Erie St, Chicago, IL ","$1,830 - 5,131",Studio - 3 Bed,844-249-5467
11,"1333 S Wabash Ave, Chicago, IL ","$1,785 - 7,534",1-3 Bed,312-767-5990
12,"165 W Superior, Chicago, IL ","$2,218 - 4,977",Studio - 3 Bed,844-214-0691
13,"343 W Wolf Point Plz, Chicago, IL ","$2,047 - 11,829",Studio - 3 Bed,844-811-0188
14,"1136-1140 S Wabash Ave, Chicago, IL ","$1,445 - 3,460",Studio - 2 Bed,312-637-6585
15,"225 N Columbus Dr, Chicago, IL ","$1,731 - 5,110",Studio - 2 Bed,866-933-3491
16,"445 E Ohio St, Chicago, IL ","$1,540 - 2,597",Studio - 2 Bed,877-395-7096
17,"555 W Kinzie St, Chicago, IL ","$1,652 - 3,938",Studio - 3 Bed,312-288-8972
18,"345 E Wacker Dr, Chicago, IL ","$1,655 - 4,662",Studio - 3 Bed,773-904-9571
19,"4050-4064 W 115th St, Chicago, IL ","$805 - 1,564",Studio - 2 Bed,331-481-7724
20,"545 N McClurg Ct, Chicago, IL ","$2,180 - 9,845",Studio - 3 Bed,844-382-0901
21,"2 E 8th St, Chicago, IL ","$1,625 - 4,940",Studio - 3 Bed,855-401-6653
22,"2933 N Sheridan Rd, Chicago, IL ","$1,730 - 3,215",1-3 Bed,888-463-3217
23,"833 W Buena Ave, Chicago, IL ","$1,290 - 1,915",1-3 Bed,844-812-0763
