,Address,Price,Beds,Contact
0,10 Apartments in Chicago ,"$1,005 - 2,035",Studio - 4 Bed,
1,"5441 NE NEast River Rd, Chicago, IL ","$1,005 - 2,035",Studio - 4 Bed,866-794-5357
2,"1457 N Halsted St, Chicago, IL ","$1,691 - 4,400",Studio - 2 Bed,
3,"633 W North Ave, Chicago, IL ","$1,750 - 7,500",Studio - 3 Bed,
4,"930 W Altgeld St, Chicago, IL ","$1,780 - 13,795",Studio - 3 Bed,
5,"2 W Delaware Pl, Chicago, IL ","$3,498 - 9,979",1-5 Bed,
6,"1407 S Michigan Ave, Chicago, IL ","$1,250 - 4,550",Studio - 3 Bed,844-207-9781
7,"167 W Erie St, Chicago, IL ","$1,331 - 10,444",Studio - 3 Bed,844-249-5467
8,"833 N Clark St, Chicago, IL ","$1,826 - 16,463",Studio - 3 Bed,844-489-9630
9,"601 W Jackson Blvd, Chicago, IL ","$1,187 - 5,476",Studio - 2 Bed,844-443-8919
10,"65 E Scott St, Chicago, IL ","$1,165 - 2,550",Studio - 2 Bed,312-638-2436
11,"845 N State St, Chicago, IL ","$1,674 - 5,292",Studio - 2 Bed,844-490-6606
12,"401-465 E Illinois St, Chicago, IL ","$1,540 - 4,315",Studio - 3 Bed,844-274-9788
13,"441 E Erie St, Chicago, IL ","$1,095 - 3,680",Studio - 3 Bed,844-569-5575
14,"1926 W Harrison St, Chicago, IL ","$1,665 - 3,325",Studio - 3 Bed,224-215-6156
15,"840 W Blackhawk St, Chicago, IL ","$1,657 - 3,318",Studio - 2 Bed,
16,"2345 N Lincoln Ave, Chicago, IL ","$1,590 - 6,775",Studio - 3 Bed,
17,"1801 W Argyle St, Chicago, IL ","$1,888 - 3,657",Studio - 3 Bed,844-750-4739
18,"860 N Dewitt Pl, Chicago, IL ","$1,325 - 3,800",Studio - 2 Bed,
19,"220 W Illinois St, Chicago, IL ","$1,870 - 3,095",Studio - 2 Bed,844-248-8525
20,"345 E Ohio St, Chicago, IL ","$1,672 - 5,186",Studio - 3 Bed,
21,"2300 S Michigan Ave, Chicago, IL ","$1,634 - 2,960",1-2 Bed,
22,"63 E Lake St, Chicago, IL ","$1,275 - 3,375",Studio - 2 Bed,
23,"5140 S Hyde Park Blvd, Chicago, IL ","$2,242 - 3,737",1-3 Bed,872-205-9319
24,"71 W Hubbard St, Chicago, IL ","$1,576 - 7,185",Studio - 3 Bed,
25,"59 E Van Buren St, Chicago, IL ","$799 - 2,229",Studio - 4 Bed,
