,Address,Price,Beds,Contact
0,420 E Ohio St Chicago  60611,"$1,615 - $4,600",Studio - 3 Br,888-380-0393
1,730 W Couch Pl Chicago  60661,"$1,750 - $5,550",Studio - 3 Br,844-294-8524
2,343 W Wolf Point Plz Chicago  60654,"$1,918 - $10,900",Studio - 3 Br,844-811-0188
3,345 E Wacker Dr Chicago  60601,"$1,955 - $4,901",Studio - 3 Br,773-904-9571
4,400 E South Water St Chicago  60601,"$1,694 - $4,103",Studio - 2 Br,866-599-7868
5,360 E South Water St Chicago  60601,"$2,061 - $5,185",Studio - 2 Br,312-288-8069
6,225 N Columbus Dr Chicago  60601,"$2,095 - $5,525",Studio - 2 Br,866-933-3491
7,555 W Kinzie St Chicago  60654,"$1,561 - $5,735",Studio - 3 Br,312-288-8972
8,1 W Superior St Chicago  60654,"$1,737 - $5,254",Studio - 2 Br,312-219-9516
9,840 W Blackhawk St Chicago  60642,"$1,919 - $4,569",Studio - 2 Br,866-958-8596
10,200 E Illinois St Chicago  60611,"$1,771 - $12,878",Studio - 3 Br,773-273-6395
11,500 N Milwaukee Ave Chicago  60622,"$1,680 - $5,500",Studio - 3 Br,312-964-3768
12,707 N Wells St Chicago  60654,"$2,707 - $5,796",1-3 Br,844-312-7045
13,123 N Des Plaines St Chicago  60661,"$2,032 - $5,091",Studio - 3 Br,312-957-4484
14,625 W Division St Chicago  60610,"$1,925 - $3,625",Studio - 2 Br,844-525-6919
15,601 W Jackson Blvd Chicago  60661,"$1,305 - $4,541",Studio - 2 Br,844-443-8919
16,5140 S Hyde Park Blvd Chicago  60615,"$1,595 - $6,591",1-3 Br,773-432-4830
17,401-465 E Illinois St Chicago  60611,"$1,845 - $5,035",Studio - 2 Br,844-274-9788
18,340 E North Water St Chicago  60611,"$1,919 - $8,649",Studio - 3 Br,844-402-4750
19,71 W Hubbard St Chicago  60654,"$1,918 - $6,535",Studio - 3 Br,312-219-9513
20,850 S Clark St Chicago  60605,"$1,757 - $3,419",Studio - 2 Br,312-462-1938
21,1890 Maple St Chicago  60201,"$1,685 - $10,000",Studio - 3 Br,224-420-9126
22,200 E Chestnut St Chicago  60611,"$1,445 - $11,443",Studio - 2 Br,708-315-6519
23,1209 W Arthur Ave Chicago  60626,"$1,575 - $2,575",Studio - 2 Br,773-649-4071
24,555 W Madison St Chicago  60661,"$1,435 - $4,935",Studio - 2 Br,888-692-0211
