,Address,Price,Beds,Contact
0,225 N Columbus Dr Chicago  60601,"$1,634 - $5,050",Studio - 2 Br,866-933-3491
1,805 N LaSalle Dr Chicago  60610,"$1,600 - $5,100",Studio - 2 Br,872-206-3038
2,360 E South Water St Chicago  60601,"$1,726 - $3,884",Studio - 2 Br,312-288-8069
3,400 N McClurg Ct Chicago  60611,"$1,845 - $2,926",Studio - 2 Br,844-482-6861
4,3402-3453 N Elaine Pl Chicago  60657,"$1,672 - $3,488",1-3 Br,844-889-9247
5,5140 S Hyde Park Blvd Chicago  60615,"$1,398 - $5,781",1-3 Br,773-432-4830
6,400 E South Water St Chicago  60601,"$1,631 - $3,895",Studio - 2 Br,866-599-7868
7,765 W Adams St Chicago  60661,"$1,659 - $9,350",Studio - 3 Br,773-675-1174
8,200 E Chestnut St Chicago  60611,"$1,218 - $7,177",Studio - 2 Br,708-315-6519
9,340 E North Water St Chicago  60611,"$1,819 - $10,995",Studio - 3 Br,844-402-4750
10,200 E Illinois St Chicago  60611,"$1,924 - $12,878",Studio - 4 Br,773-273-6395
11,220 W Illinois St Chicago  60654,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
12,1164-1212 W Madison St Chicago  60607,"$1,875 - $3,250",Studio - 2 Br,844-737-7559
13,37 W Van Buren St Chicago  60605,"$1,899 - $1,999",Studio - 4 Br,844-250-5735
14,401-465 E Illinois St Chicago  60611,"$1,775 - $4,445",Studio - 2 Br,844-274-9788
15,161 W Kinzie St Chicago  60654,"$1,840 - $6,337",Studio - 2 Br,844-892-1659
16,500 E 33rd St Chicago  60616,"$837 - $2,224",Studio - 3 Br,312-985-0261
17,1130 S Michigan Ave Chicago  60605,"$1,329 - $3,273",Studio - 2 Br,866-610-8317
18,500 N Lake Shore Dr Chicago  60611,"$2,285 - $3,790",Studio - 2 Br,312-548-6742
19,850 N Lake Shore Dr Chicago  60611,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
20,1350 N Lake Shore Dr Chicago  60610,"$1,272 - $2,994",Studio - 2 Br,312-462-0403
21,1 W Superior St Chicago  60654,"$1,682 - $4,480",Studio - 2 Br,312-219-9516
22,850 S Clark St Chicago  60605,"$1,765 - $3,584",Studio - 2 Br,312-462-1938
23,71 W Hubbard St Chicago  60654,"$1,787 - $6,495",Studio - 3 Br,312-219-9513
24,555 W Madison St Chicago  60661,"$1,315 - $4,015",Studio - 2 Br,888-692-0211
