,Address,Price,Beds,Contact
0,500 N Milwaukee Ave Chicago  60622,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
1,625 W Division St Chicago  60610,"$1,875 - $3,625",Studio - 2 Br,844-525-6919
2,707 N Wells St Chicago  60654,"$2,707 - $5,796",1-3 Br,844-837-3913
3,601 W Jackson Blvd Chicago  60661,"$1,305 - $4,747",Studio - 2 Br,844-443-8919
4,420 E Ohio St Chicago  60611,"$1,615 - $4,600",Studio - 3 Br,888-380-0393
5,5020-5050 S LAKE SHORE Dr Chicago  60615,"$1,370 - $3,609",Studio - 3 Br,866-611-2494
6,5454 S Shore Dr Chicago  60615,"$1,565 - $4,525",1-3 Br,844-815-4511
7,5105 S Harper Ave Chicago  60615,"$2,018 - $4,655",1-3 Br,844-867-6288
8,4726-4740 S Woodlawn Ave Chicago  60615,"$1,135 - $1,700",Studio - 2 Br,844-265-5221
9,400 E South Water St Chicago  60601,"$1,744 - $3,475",Studio - 2 Br,866-599-7868
10,360 E South Water St Chicago  60601,"$1,907 - $5,356",Studio - 2 Br,312-288-8069
11,343 W Wolf Point Plz Chicago  60654,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
12,225 N Columbus Dr Chicago  60601,"$2,123 - $5,367",Studio - 2 Br,866-933-3491
13,345 E Wacker Dr Chicago  60601,"$1,776 - $3,426",Studio - 3 Br,773-904-9571
14,730 W Couch Pl Chicago  60661,"$1,750 - $5,150",Studio - 3 Br,844-294-8524
15,555 W Kinzie St Chicago  60654,"$1,658 - $4,375",Studio - 3 Br,312-288-8972
16,123 N Des Plaines St Chicago  60661,"$1,895 - $5,366",Studio - 3 Br,312-957-4484
17,500 N Lake Shore Dr Chicago  60611,"$2,265 - $4,410",Studio - 2 Br,312-548-6742
18,5140 S Hyde Park Blvd Chicago  60615,"$1,392 - $6,216",1-3 Br,773-432-4830
19,1 W Superior St Chicago  60654,"$1,608 - $4,862",Studio - 2 Br,312-219-9516
20,840 W Blackhawk St Chicago  60642,"$1,919 - $4,569",Studio - 2 Br,866-958-8596
21,200 E Illinois St Chicago  60611,"$2,418 - $12,878",Studio - 3 Br,773-273-6395
22,1890 Maple St Chicago  60201,"$1,647 - $5,000",Studio - 3 Br,224-420-9126
23,200 E Chestnut St Chicago  60611,"$1,549 - $9,083",Studio - 2 Br,708-315-6519
24,347 W Chestnut St Chicago  60610,"$1,725 - $6,500",Studio - 3 Br,312-702-1232
