,Link,Address,Beds,Rent
0,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,1350 N Lake Shore Dr,Studio - 2 Br,"$1,272 - $2,994"
1,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,1164-1212 W Madison St,Studio - 2 Br,"$1,875 - $3,250"
2,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,1 W Superior St,Studio - 2 Br,"$1,636 - $4,673"
3,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,37 W Van Buren St,Studio - 4 Br,"$2,039"
4,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,910 W Huron St,Studio - 4 Br,"$1,925 - $3,410"
5,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,707 N Wells St,1-3 Br,"$2,740 - $5,621"
6,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,730 W Couch Pl,Studio - 3 Br,"$1,750 - $5,250"
7,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,1642-1660 E 56th St,Studio - 3 Br,"$1,105 - $2,530"
8,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,1225 N Wells St,Studio - 3 Br,"$1,645 - $4,147"
9,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,365 N Halsted St,Studio - 3 Br,"$1,687 - $6,683"
10,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,625 W Division St,Studio - 2 Br,"$1,775 - $3,700"
11,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,343 W Wolf Point Plz,Studio - 3 Br,"$1,741 - $10,617"
12,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,14 W Elm St,Studio,"$1,225"
13,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,355 E Ohio St,Studio - 3 Br,"$1,883 - $7,000"
14,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,180 N Jefferson St,Studio - 3 Br,"$1,600 - $4,120"
15,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,448 E Ontario St,Studio - 2 Br,"$1,450 - $4,015"
16,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,188 W Randolph St,Studio - 2 Br,"$1,500 - $5,620"
17,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,111 W Wacker Dr,Studio - 3 Br,"$1,697 - $9,033"
18,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,150 W Roosevelt Rd,1-2 Br,"$1,935 - $3,534"
19,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,73 E Lake St,Studio - 2 Br,"$2,130 - $3,585"
20,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,215 E Chestnut St,1-2 Br,"$1,625 - $2,980"
21,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,420 E Ohio St,Studio - 3 Br,"$1,585 - $4,065"
22,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,922 W Washington Blvd,1 Br,Call for Rent
23,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,900 S Clark St,1-3 Br,"$1,711 - $3,351"
24,https://web.archive.org/web/20160301213254/https://www.apartments.com/chicago-il/2/,2555 N Clark St,Studio - 2 Br,"$1,493 - $2,228"
25,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,545 N McClurg Ct,Studio - 3 Br,"$1,766 - $8,805"
26,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,25 W Randolph St,Studio - 3 Br,"$1,915 - $7,987"
27,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,1350 N Lake Shore Dr,Studio - 2 Br,"$1,272 - $3,146"
28,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,1130 S Michigan Ave,Studio - 2 Br,"$1,506 - $3,608"
29,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,1001 S State St,Studio - 3 Br,"$1,610 - $5,735"
30,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,1164-1212 W Madison St,Studio - 2 Br,"$1,875 - $3,250"
31,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,910 W Huron St,Studio - 4 Br,"$2,075 - $2,960"
32,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,161 W Kinzie St,Studio - 2 Br,"$1,950 - $6,337"
33,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,400 N McClurg Ct,Studio - 2 Br,"$1,891 - $2,578"
34,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,5020-5050 S LAKE SHORE Dr,Studio - 3 Br,"$1,320 - $2,670"
35,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,5454 S Shore Dr,1-3 Br,"$1,655 - $3,775"
36,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,4726-4740 S Woodlawn Ave,Studio - 2 Br,"$805 - $1,320"
37,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,51st & Lake Park Ave,1-3 Br,"$1,948 - $4,655"
38,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,5527-5537 S Everett Ave,Studio - 2 Br,"$995 - $1,850"
39,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,5320-5326.5 S Drexel Ave,2-3 Br,"$1,430 - $1,970"
40,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,833 W Buena Ave,1-3 Br,"$1,155 - $1,890"
41,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,37 W Van Buren St,Studio - 4 Br,"$924 - $2,145"
42,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,401-465 E Illinois St,Studio - 2 Br,"$1,840 - $5,035"
43,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,4448 S State St,1-4 Br,Call for Rent
44,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,3402-3453 N Elaine Pl,1-3 Br,"$1,472 - $3,488"
45,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,11 S Green St,Studio - 2 Br,"$1,584 - $3,425"
46,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,340 E North Water St,Studio - 3 Br,"$2,079 - $11,025"
47,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,365 N Halsted St,Studio - 3 Br,"$1,505 - $6,187"
48,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,1225 N Wells St,Studio - 3 Br,"$2,124 - $7,303"
49,https://web.archive.org/web/20160508090938/https://www.apartments.com/chicago-il/2/,765 W Adams St,Studio - 3 Br,"$1,791 - $6,684"
50,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,500 N Milwaukee Ave,Studio - 3 Br,"$1,580 - $5,500"
51,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,1 W Superior St,Studio - 2 Br,"$1,683 - $5,148"
52,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,625 W Division St,Studio - 2 Br,"$1,925 - $3,625"
53,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,707 N Wells St,1-3 Br,"$2,707 - $5,796"
54,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,555 W Kinzie St,Studio - 3 Br,"$1,629 - $5,735"
55,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,343 W Wolf Point Plz,Studio - 3 Br,"$1,908 - $10,900"
56,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,345 E Wacker Dr,Studio - 3 Br,"$1,723 - $4,901"
57,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,400 E South Water St,Studio - 2 Br,"$1,691 - $4,110"
58,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,360 E South Water St,Studio - 2 Br,"$1,617 - $5,248"
59,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,225 N Columbus Dr,Studio - 2 Br,"$2,073 - $5,540"
60,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,730 W Couch Pl,Studio - 3 Br,"$1,750 - $5,150"
61,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,123 N Des Plaines St,Studio - 3 Br,"$1,983 - $5,366"
62,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,500 N Lake Shore Dr,Studio - 2 Br,"$1,875 - $4,590"
63,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,5140 S Hyde Park Blvd,1-3 Br,"$1,542 - $6,386"
64,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,420 E Ohio St,Studio - 3 Br,"$1,615 - $4,600"
65,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,401-465 E Illinois St,Studio - 2 Br,"$1,995 - $5,035"
66,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,3402-3453 N Elaine Pl,1-3 Br,"$1,672 - $3,840"
67,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,601 W Jackson Blvd,Studio - 2 Br,"$1,305 - $4,567"
68,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,1333 S Wabash Ave,1-2 Br,"$1,815 - $3,800"
69,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,500 E 33rd St,Studio - 3 Br,"$908 - $1,824"
70,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,4726-4740 S Woodlawn Ave,1 Br,"$1,135 - $1,700"
71,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,5527-5537 S Everett Ave,1-2 Br,"$1,195 - $1,450"
72,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,37 W Van Buren St,Studio - 4 Br,"$924 - $2,145"
73,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,833 W Buena Ave,1-3 Br,"$1,155 - $1,890"
74,https://web.archive.org/web/20160613134722/https://www.apartments.com/chicago-il/2/,4448 S State St,1-4 Br,Call for Rent
75,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,5550 S DORCHESTER Ave,Studio - 2 Br,"$934 - $2,588"
76,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,922 W Washington Blvd,1 Br,Call for Rent
77,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,77 W Huron St,Studio - 3 Br,"$1,590 - $3,375"
78,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,150 W Roosevelt Rd,1-2 Br,"$1,935 - $3,534"
79,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,24 S Morgan St,1-2 Br,"$2,045 - $2,745"
80,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,73 E Lake St,Studio - 2 Br,"$2,130 - $3,585"
81,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,2300 N Lincoln Park,Studio - 2 Br,"$1,140 - $2,980"
82,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,180 N Jefferson St,Studio - 3 Br,"$1,600 - $4,120"
83,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,1457 N Halsted St,Studio - 2 Br,"$1,939 - $4,293"
84,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,14 W Elm St,Studio,"$1,225"
85,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,448 E Ontario St,Studio - 2 Br,"$1,450 - $4,015"
86,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,188 W Randolph St,Studio - 2 Br,"$1,500 - $5,620"
87,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,420 E Ohio St,Studio - 3 Br,"$1,585 - $4,065"
88,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,639-655 W Grace St,Studio - 2 Br,"$1,135 - $1,485"
89,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,215 W Washington St,Studio - 3 Br,"$2,037 - $4,599"
90,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,833 W Buena Ave,1-3 Br,"$1,245 - $1,895"
91,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,747 N Wabash Ave,Studio - 2 Br,"$1,640 - $7,275"
92,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,2933 N Sheridan Rd,1-2 Br,Call for Rent
93,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,333 E Ontario St,Studio - 2 Br,"$1,525 - $3,348"
94,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,121 W Chestnut St,Studio - 3 Br,"$1,760 - $5,500"
95,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,4520 N Clarendon Ave,1-2 Br,Call for Rent
96,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,7447 S South Shore Dr,Studio - 2 Br,"$646 - $1,298"
97,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,151 N Michigan Ave,Studio - 3 Br,"$1,495 - $3,195"
98,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,1117 N Dearborn St,Studio - 1 Br,"$1,200 - $1,575"
99,https://web.archive.org/web/20160301121925/https://www.apartments.com/chicago-il/3/,5541 S Everett Ave,Studio - 1 Br,$854 - $879
100,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,3130 N Lake Shore Dr,Studio - 2 Br,"$1,375 - $2,200"
101,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,7000 S Shore Dr,Studio - 4 Br,"$759 - $1,810"
102,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,5541 S Everett Ave,Studio - 1 Br,$854 - $879
103,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,345 E Ohio St,Studio - 3 Br,"$1,892 - $5,465"
104,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,1111 N Dearborn Ave,Studio - 3 Br,"$1,460 - $3,690"
105,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,175 N Harbor Dr,Studio - 3 Br,"$1,505 - $4,485"
106,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,3740 N Halsted St,Studio - 3 Br,"$1,582 - $5,455"
107,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,2300 S Michigan Ave,1-2 Br,"$1,575 - $2,775"
108,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,2138 S Indiana Ave,1-2 Br,"$1,714 - $2,989"
109,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,1212 S Michigan Ave,Studio - 2 Br,"$1,482 - $2,579"
110,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,5650 N Sheridan Rd,Studio - 2 Br,"$1,050 - $1,650"
111,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,869 W Buena Ave,Studio - 2 Br,"$914 - $1,641"
112,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,845-845 N State St,Studio - 2 Br,"$1,819 - $4,097"
113,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,2701 S Indiana Ave,Studio - 4 Br,"$922 - $1,450"
114,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,5050 N Sheridan Rd,1-2 Br,"$1,295 - $1,375"
115,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,1140 N Lasalle St,Studio - 1 Br,"$1,100 - $1,500"
116,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,5500 S Shore Dr,Studio - 2 Br,"$1,205 - $1,728"
117,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,750 N RUSH St,1-3 Br,"$2,150 - $3,680"
118,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,910 W Lake St,1-2 Br,"$1,725 - $2,595"
119,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,1220 N State Pky,Studio - 1 Br,"$1,050 - $1,550"
120,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,4827 N Sheridan Rd,Studio - 3 Br,"$900 - $1,750"
121,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,353 N Desplaines St,Studio - 2 Br,"$1,663 - $3,124"
122,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,6700 S Oglesby Ave,Studio - 2 Br,"$1,060"
123,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,1730 N Clark St,Studio - 3 Br,"$1,567 - $9,445"
124,https://web.archive.org/web/20160313061533/https://www.apartments.com/chicago-il/4/,5254 S Dorchester Ave,Studio - 2 Br,"$805 - $1,385"
125,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,63 E Lake St,Studio - 2 Br,"$1,495 - $4,795"
126,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,869 W Buena Ave,Studio - 2 Br,"$1,515 - $1,641"
127,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,4607 N Sheridan Rd,1-2 Br,"$1,325 - $1,650"
128,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,360 W Hubbard St,Studio - 2 Br,"$1,919 - $4,705"
129,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,1730 N Clark St,Studio - 3 Br,"$1,584 - $8,861"
130,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,353 N Desplaines St,Studio - 2 Br,"$1,615 - $3,097"
131,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,2138 S Indiana Ave,1-2 Br,"$1,744 - $3,164"
132,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,4334 N Hazel St,Studio - 2 Br,"$1,225 - $3,130"
133,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,4827 N Sheridan Rd,Studio - 3 Br,"$1,115 - $1,750"
134,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,750 N RUSH St,1-3 Br,"$2,150 - $2,939"
135,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,5541 S Everett Ave,Studio - 1 Br,Call for Rent
136,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,845-845 N State St,Studio - 2 Br,"$1,775 - $4,186"
137,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,3130 N Lake Shore Dr,Studio - 2 Br,"$1,295 - $2,250"
138,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,2756 N Pine Grove Ave,1-2 Br,"$1,445 - $1,995"
139,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,4700 S Lake Park Ave,Studio - 3 Br,$557 - $898
140,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,1649 E 50th St,1-2 Br,"$1,416 - $1,965"
141,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,6119 N Kenmore Ave,1 Br,Call for Rent
142,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,7340 N Damen Ave,1-2 Br,"$975 - $1,100"
143,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,925 W Carmen Ave,Studio - 1 Br,"$1,150"
144,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,7427 S South Shore Dr,Studio - 2 Br,Call for Rent
145,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,343 S Dearborn St,Studio - 3 Br,"$1,480 - $2,995"
146,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,1935 S Wabash Ave,1-3 Br,"$2,260 - $2,985"
147,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,1260 N Dearborn St,Studio - 1 Br,Call for Rent
148,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,6006 N Kenmore Ave,1 Br,Call for Rent
149,https://web.archive.org/web/20160205114642/https://www.apartments.com/chicago-il/5/,7505 S Calumet Ave,Studio - 2 Br,$600 - $625
150,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,4242 N Sheridan Rd,Studio - 2 Br,"$945 - $1,095"
151,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,434 W Wellington Ave,Studio - 1 Br,"$900 - $1,272"
152,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,1111 N Dearborn Ave,Studio - 3 Br,"$1,460 - $3,690"
153,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,845-845 N State St,Studio - 2 Br,"$1,819 - $4,097"
154,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,8 E 9th St,Studio - 2 Br,"$1,646 - $4,500"
155,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,3740 N Halsted St,Studio - 3 Br,"$1,582 - $5,455"
156,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,910 W Lake St,1-2 Br,"$1,725 - $2,595"
157,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,5050 N Sheridan Rd,1-2 Br,"$1,295 - $1,375"
158,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,5326 S Cornell Ave,Studio - 1 Br,$875 - $980
159,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,360 W Hubbard St,Studio - 2 Br,"$2,015 - $4,975"
160,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,2701 S Indiana Ave,Studio - 4 Br,"$922 - $1,450"
161,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,353 N Desplaines St,Studio - 2 Br,"$1,656 - $3,159"
162,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,5650 N Sheridan Rd,Studio - 2 Br,"$1,050 - $1,650"
163,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,175 N Harbor Dr,Studio - 3 Br,"$1,505 - $4,485"
164,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,7000 S Shore Dr,Studio - 4 Br,"$759 - $1,810"
165,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,4334 N Hazel St,Studio - 2 Br,"$1,210 - $3,130"
166,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,5441 NE NEast River Rd,Studio - 4 Br,"$1,026 - $2,907"
167,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,300 W Hill St,Studio - 3 Br,Call for Rent
168,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,5550 N Kenmore Ave,Studio,Call for Rent
169,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,510 W Belmont Ave,1-3 Br,"$1,400 - $2,200"
170,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,40 E Oak St,Studio - 1 Br,"$1,265 - $1,755"
171,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,1649 E 50th St,Studio - 3 Br,"$1,176 - $3,070"
172,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,1 E Delaware Pl,Studio - 2 Br,"$1,615 - $4,520"
173,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,4000 E 134th St,3 Br,Call for Rent
174,https://web.archive.org/web/20160311043449/https://www.apartments.com/chicago-il/5/,1401 S State St,Studio - 2 Br,"$1,764 - $6,622"
175,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,1212 S Michigan Ave,Studio - 2 Br,"$1,587 - $2,569"
176,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,5009 N Sheridan Rd,Studio - 2 Br,"$1,525 - $2,250"
177,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,5500 S Shore Dr,Studio - 2 Br,"$1,219 - $1,728"
178,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,1120 LaSalle Dr,Studio - 2 Br,"$1,300 - $2,440"
179,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,434 W Wellington Ave,Studio - 1 Br,"$900 - $1,272"
180,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,175 N Harbor Dr,Studio - 3 Br,"$1,505 - $4,485"
181,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,5541 S Everett Ave,Studio - 1 Br,$854 - $879
182,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,2138 S Indiana Ave,1-2 Br,"$1,613 - $2,989"
183,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,8 E 9th St,Studio - 2 Br,"$1,630 - $4,500"
184,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,7000 S Shore Dr,Studio - 4 Br,"$759 - $1,810"
185,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,5020-5050 S LAKE SHORE Dr,Studio - 3 Br,"$1,450 - $2,685"
186,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,353 N Desplaines St,Studio - 2 Br,"$1,653 - $3,144"
187,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,869 W Buena Ave,Studio - 2 Br,"$914 - $1,641"
188,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,750 N RUSH St,1-3 Br,"$2,150 - $3,680"
189,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,1111 N Dearborn Ave,Studio - 3 Br,"$1,460 - $3,690"
190,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,4334 N Hazel St,Studio - 2 Br,"$1,210 - $3,130"
191,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,300 W Hill St,Studio - 3 Br,Call for Rent
192,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,5441 NE NEast River Rd,Studio - 4 Br,"$1,026 - $2,907"
193,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,7340 N Damen Ave,1-2 Br,"$825 - $1,175"
194,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,750 N Dearborn St,Studio - 1 Br,"$1,686 - $2,270"
195,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,5550 N Kenmore Ave,Studio,Call for Rent
196,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,1544 W Glenlake Ave,1-2 Br,"$1,600"
197,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,5493 S Cornell Ave,Studio - 3 Br,"$1,733"
198,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,4750 N Clarendon Ave,Studio - 1 Br,"$930 - $1,245"
199,https://web.archive.org/web/20160312072820/https://www.apartments.com/chicago-il/5/,670 W Wayman St,1-3 Br,"$2,000 - $3,800"
