,Link,Address,Beds,Rent
410,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,1350 N Lake Shore Dr,Studio - 2 Br,"$1,226 - $3,032"
411,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,200 E Illinois St,Studio - 4 Br,"$1,828 - $12,878"
412,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,400 N McClurg Ct,Studio - 2 Br,"$1,860 - $3,014"
413,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,71 W Hubbard St,Studio - 3 Br,"$1,873 - $6,969"
414,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,765 W Adams St,Studio - 3 Br,"$1,830 - $7,900"
415,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,400 E South Water St,Studio - 2 Br,"$1,745 - $3,429"
416,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,161 W Kinzie St,Studio - 2 Br,"$1,815 - $6,545"
417,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,111 W Wacker Dr,Studio - 3 Br,"$1,921 - $14,291"
418,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,123 N Des Plaines St,Studio - 3 Br,"$2,005 - $4,556"
419,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,225 N Columbus Dr,Studio - 2 Br,"$1,930 - $3,525"
420,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,850 N Lake Shore Dr,Studio - 3 Br,"$2,290 - $12,000"
421,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,845-845 N State St,Studio - 2 Br,"$1,723 - $4,064"
422,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,900 S Clark St,Studio - 3 Br,"$1,439 - $3,838"
423,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,340 E North Water St,Studio - 3 Br,"$1,939 - $13,500"
424,https://web.archive.org/web/20150905052452/https://www.apartments.com/chicago-il/,5140 S Hyde Park Blvd,1-3 Br,"$1,289 - $4,398"
425,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,161 W Kinzie St,Studio - 2 Br,"$1,835 - $6,545"
426,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,1350 N Lake Shore Dr,Studio - 2 Br,"$1,191 - $3,032"
427,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,71 W Hubbard St,Studio - 3 Br,"$1,902 - $6,574"
428,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,850 S Clark St,Studio - 2 Br,"$1,619 - $3,565"
429,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,845-845 N State St,Studio - 2 Br,"$1,723 - $4,064"
430,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,400 E South Water St,Studio - 2 Br,"$1,556 - $3,399"
431,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,225 N Columbus Dr,Studio - 2 Br,"$1,829 - $5,205"
432,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,3402-3453 N Elaine Pl,1-2 Br,"$1,575 - $2,265"
433,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,840 W Blackhawk St,Studio - 2 Br,"$1,857 - $3,898"
434,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,707 N Wells St,1-3 Br,"$2,707 - $5,621"
435,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,5140 S Hyde Park Blvd,1-3 Br,"$1,199 - $5,479"
436,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,123 N Des Plaines St,Studio - 3 Br,"$1,895 - $4,369"
437,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,1130 S Michigan Ave,Studio - 2 Br,"$1,295 - $3,491"
438,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,555 W Madison St,Studio - 2 Br,"$1,405 - $3,010"
439,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,200 E Illinois St,Studio - 4 Br,"$1,912 - $12,878"
440,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,400 N McClurg Ct,Studio - 2 Br,"$1,662 - $2,727"
441,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,900 S Clark St,Studio - 3 Br,"$1,446 - $3,495"
442,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,360 E South Water St,Studio - 2 Br,"$1,624 - $3,980"
443,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,1 W Superior St,Studio - 2 Br,"$1,645 - $5,581"
444,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,345 E Wacker Dr,Studio - 3 Br,"$1,565 - $3,983"
445,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,200 E Chestnut St,Studio - 2 Br,"$1,280 - $5,080"
446,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,805 N LaSalle Dr,Studio - 2 Br,"$1,600 - $5,100"
447,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,220 W Illinois St,Studio - 2 Br,"$2,025 - $4,240"
448,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,910 W Huron St,Studio - 4 Br,"$1,865 - $3,240"
449,https://web.archive.org/web/20151110003619/https://www.apartments.com/chicago-il/,111 W Wacker Dr,Studio - 3 Br,"$2,011 - $11,733"
450,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,161 W Kinzie St,Studio - 2 Br,"$1,835 - $6,545"
451,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,1350 N Lake Shore Dr,Studio - 2 Br,"$1,191 - $3,032"
452,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,71 W Hubbard St,Studio - 3 Br,"$1,902 - $6,574"
453,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,850 S Clark St,Studio - 2 Br,"$1,619 - $3,565"
454,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,845-845 N State St,Studio - 2 Br,"$1,723 - $4,064"
455,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,400 E South Water St,Studio - 2 Br,"$1,556 - $3,399"
456,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,225 N Columbus Dr,Studio - 2 Br,"$1,829 - $5,205"
457,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,3402-3453 N Elaine Pl,1-2 Br,"$1,575 - $2,265"
458,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,840 W Blackhawk St,Studio - 2 Br,"$1,857 - $3,898"
459,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,707 N Wells St,1-3 Br,"$2,707 - $5,621"
460,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,5140 S Hyde Park Blvd,1-3 Br,"$1,199 - $5,479"
461,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,123 N Des Plaines St,Studio - 3 Br,"$1,895 - $4,369"
462,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,1130 S Michigan Ave,Studio - 2 Br,"$1,295 - $3,491"
463,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,555 W Madison St,Studio - 2 Br,"$1,405 - $3,010"
464,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,200 E Illinois St,Studio - 4 Br,"$1,912 - $12,878"
465,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,400 N McClurg Ct,Studio - 2 Br,"$1,662 - $2,727"
466,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,900 S Clark St,Studio - 3 Br,"$1,446 - $3,495"
467,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,360 E South Water St,Studio - 2 Br,"$1,624 - $3,980"
468,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,1 W Superior St,Studio - 2 Br,"$1,645 - $5,581"
469,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,345 E Wacker Dr,Studio - 3 Br,"$1,565 - $3,983"
470,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,200 E Chestnut St,Studio - 2 Br,"$1,280 - $5,080"
471,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,805 N LaSalle Dr,Studio - 2 Br,"$1,600 - $5,100"
472,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,220 W Illinois St,Studio - 2 Br,"$2,025 - $4,240"
473,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,910 W Huron St,Studio - 4 Br,"$1,865 - $3,240"
474,https://web.archive.org/web/20151110071935/https://www.apartments.com/chicago-il/,111 W Wacker Dr,Studio - 3 Br,"$2,011 - $11,733"
475,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"930 W Altgeld St, Chicago, IL 60614",Studio - 3 Beds,"$2,095 - 14,435"
476,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"1457 N Halsted St, Chicago, IL 60642",Studio - 2 Beds,"$2,126 - 5,055"
477,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"1407 S Michigan Ave, Chicago, IL 60605",Studio - 3 Beds,"$1,400 - 5,650"
478,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"1324-1346 E 53rd St, Chicago, IL 60615",Studio - 2 Beds,"$1,330 - 1,880"
479,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"5441 NE NEast River Rd, Chicago, IL 60656",Studio - 4 Beds,"$1,005 - 1,885"
480,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"2623-2627 N Clark St, Chicago, IL 60614",1 Bed,"$2,144 - 2,224"
481,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"220 E Illinois St, Chicago, IL 60611",Studio - 3 Beds,"$2,114 - 9,340"
482,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"205 S Peoria, Chicago, IL 60607",Studio - 2 Beds,"$2,060 - 4,480"
483,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"14 W Superior St, Chicago, IL 60654",Studio - 3 Beds,"$2,284 - 11,220"
484,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"8 W Chestnut St, Chicago, IL 60610",1-2 Beds,"$2,034 - 3,139"
485,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"845 N State St, Chicago, IL 60610",Studio - 2 Beds,"$1,984 - 6,986"
486,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"200 E Illinois St, Chicago, IL 60611",1-3 Beds,"$2,105 - 9,625"
487,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"369 W Grand Ave, Chicago, IL 60654",Studio - 4 Beds,"$2,095 - 90,444"
488,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"165 N Desplaines St, Chicago, IL 60661",Studio - 2 Beds,"$2,212 - 4,027"
489,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"500 N Lake Shore Dr, Chicago, IL 60611",Studio - 2 Beds,"$2,050 - 5,095"
490,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"451 E Grand Ave, Chicago, IL 60611",1-3 Beds,"$3,395 - 8,895"
491,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"121 W Chestnut St, Chicago, IL 60610",Studio - 3 Beds,"$1,842 - 11,950"
492,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"740 N Aberdeen St, Chicago, IL 60642",Studio - 3 Beds,"$1,900 - 5,595"
493,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"1050-1060 W Monroe St, Chicago, IL 60607",1-3 Beds,"$3,450 - 4,695"
494,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"504 N Green St, Chicago, IL 60642",Studio - 3 Beds,"$1,635 - 6,450"
495,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"910 W Huron St, Chicago, IL 60642",Studio - 4 Beds,"$2,665 - 6,735"
496,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"108 W Chicago Ave, Chicago, IL 60654",Studio - 1 Bed,"$1,700 - 2,650"
497,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"4750 N Winthrop Ave, Chicago, IL 60640",Studio - 1 Bed,"$1,510 - 2,080"
498,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"171 N Aberdeen St, Chicago, IL 60607",Studio,"$1,996 - 2,790"
499,https://web.archive.org/web/20220121035604/https://www.apartments.com/chicago-il/,"51 E 14th St, Chicago, IL 60605",Studio - 2 Beds,"$1,640 - 5,055"
500,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"930 W Altgeld St, Chicago, IL 60614",Studio - 3 Beds,"$2,075 - 14,435"
501,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"1457 N Halsted St, Chicago, IL 60642",Studio - 2 Beds,"$2,126 - 4,215"
502,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"5035 S East End Ave, Chicago, IL 60615",Studio - 4 Beds,"$1,600 - 4,748"
503,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"1407 S Michigan Ave, Chicago, IL 60605",Studio - 3 Beds,"$1,750 - 5,650"
504,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"5441 NE NEast River Rd, Chicago, IL 60656",Studio - 4 Beds,"$1,130 - 2,185"
505,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"1206-1212 N State Pky, Chicago, IL 60610",Studio - 2 Beds,"$2,260 - 6,322"
506,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"939 W Washington Blvd, Chicago, IL 60607",Studio - 3 Beds,"$2,075 - 4,815"
507,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"121 W Chestnut St, Chicago, IL 60610",Studio - 3 Beds,"$2,066 - 11,136"
508,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"730 W Couch Pl, Chicago, IL 60661",Studio - 3 Beds,"$2,079 - 7,783"
509,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"5029 N Kenmore Ave, Chicago, IL 60640",1 Bed,"$1,740 - 1,890"
510,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"220 E Illinois St, Chicago, IL 60611",Studio - 3 Beds,"$2,539 - 9,828"
511,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"740 N Aberdeen St, Chicago, IL 60642",Studio - 3 Beds,"$2,300 - 5,299"
512,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"8 E Huron St, Chicago, IL 60611",1-3 Beds,"$2,575 - 6,895"
513,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"369 W Grand Ave, Chicago, IL 60654",Studio - 4 Beds,"$2,425 - 64,650"
514,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"833 N Clark St, Chicago, IL 60610",Studio - 3 Beds,"$2,215 - 13,048"
515,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"4346 N Honore St, Chicago, IL 60613",1 Bed,"$2,044 - 2,139"
516,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"808 W Van Buren St, Chicago, IL 60607",Studio - 2 Beds,"$2,200 - 3,820"
517,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"922 W Washington Blvd, Chicago, IL 60607",Studio - 2 Beds,"$1,863 - 3,484"
518,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"169 W Huron St, Chicago, IL 60654",Studio - 2 Beds,"$1,990 - 5,521"
519,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"51 E 14th St, Chicago, IL 60605",Studio - 2 Beds,"$1,780 - 5,045"
520,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"14 W Superior St, Chicago, IL 60654",Studio - 3 Beds,"$2,393 - 11,620"
521,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"2623-2627 N Clark St, Chicago, IL 60614",1 Bed,"$2,224 - 2,304"
522,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"2555 N Clark St, Chicago, IL 60614",Studio - 1 Bed,"$1,812 - 2,914"
523,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"1210 S Indiana Ave, Chicago, IL 60605",Studio - 4 Beds,"$1,920 - 19,900"
524,https://web.archive.org/web/20220321160908/https://www.apartments.com/chicago-il/,"340 E North Water St, Chicago, IL 60611",Studio - 3 Beds,"$2,175 - 7,956"
525,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"930 W Altgeld St, Chicago, IL 60614",Studio - 3 Beds,"$2,245 - 14,435"
526,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"1457 N Halsted St, Chicago, IL 60642",Studio - 2 Beds,"$2,126 - 4,249"
527,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"5035 S East End Ave, Chicago, IL 60615",Studio - 4 Beds,"$1,575 - 4,748"
528,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"5441 NE NEast River Rd, Chicago, IL 60656",Studio - 4 Beds,"$1,090 - 2,190"
529,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"1616 E 56th St, Chicago, IL 60637",1-3 Beds,"$2,550 - 7,589"
530,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"Chicago, IL 60640",Studio - 1 Bed,"$780 - 1,110"
531,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"369 W Grand Ave, Chicago, IL 60654",Studio - 4 Beds,"$2,095 - 61,768"
532,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"1206-1212 N State Pky, Chicago, IL 60610",Studio - 2 Beds,"$2,260 - 6,322"
533,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"730 W Couch Pl, Chicago, IL 60661",Studio - 3 Beds,"$2,062 - 7,287"
534,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"939 W Washington Blvd, Chicago, IL 60607",1 Bed,"$2,556 - 3,620"
535,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"717 S Clark St, Chicago, IL 60605",Studio - 4 Beds,"$1,935 - 14,000"
536,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"5029 N Kenmore Ave, Chicago, IL 60640",1 Bed,"$1,870 - 1,890"
537,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"808 W Van Buren St, Chicago, IL 60607",Studio - 2 Beds,"$2,200 - 3,820"
538,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"120 N Green St, Chicago, IL 60607",Studio - 3 Beds,"$2,150 - 11,847"
539,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"340 E North Water St, Chicago, IL 60611",Studio - 3 Beds,"$2,095 - 7,733"
540,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"2155 N Elston Ave, Chicago, IL 60614",Studio - 3 Beds,"$1,671 - 6,135"
541,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"11 S Green St, Chicago, IL 60607",Studio - 2 Beds,"$1,816 - 5,210"
542,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"2623-2627 N Clark St, Chicago, IL 60614",1 Bed,"$2,209 - 2,301"
543,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"2555 N Clark St, Chicago, IL 60614",Studio - 1 Bed,"$1,830 - 2,803"
544,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"169 W Huron St, Chicago, IL 60654",Studio - 2 Beds,"$1,953 - 5,521"
545,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"740 N Aberdeen St, Chicago, IL 60642",Studio - 3 Beds,"$1,750 - 5,595"
546,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"833 N Clark St, Chicago, IL 60610",Studio - 3 Beds,"$2,352 - 16,463"
547,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"121 W Chestnut St, Chicago, IL 60610",Studio - 3 Beds,"$1,888 - 10,746"
548,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"25 W Randolph St, Chicago, IL 60601",Studio - 3 Beds,"$1,918 - 8,339"
549,https://web.archive.org/web/20220403132436/https://www.apartments.com/chicago-il/,"51 E 14th St, Chicago, IL 60605",Studio - 2 Beds,"$1,780 - 5,045"
550,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"1457 N Halsted St, Chicago, IL 60642",Studio - 2 Beds,"$2,246 - 4,199"
551,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"930 W Altgeld St, Chicago, IL 60614",Studio - 3 Beds,"$2,150 - 14,380"
552,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"5441 NE NEast River Rd, Chicago, IL 60656",Studio - 4 Beds,"$1,195 - 3,190"
553,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"5035 S East End Ave, Chicago, IL 60615",Studio - 4 Beds,"$1,575 - 4,789"
554,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"5029 N Kenmore Ave, Chicago, IL 60640",1 Bed,"$1,870"
555,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"8 E Huron St, Chicago, IL 60611",1-3 Beds,"$2,575 - 6,895"
556,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"1616 E 56th St, Chicago, IL 60637",1-3 Beds,"$2,650 - 7,589"
557,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"205 S Peoria, Chicago, IL 60607",Studio - 2 Beds,"$2,120 - 4,818"
558,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"1164-1212 W Madison St, Chicago, IL 60607",Studio - 2 Beds,"$2,846 - 5,610"
559,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"730 W Couch Pl, Chicago, IL 60661",Studio - 3 Beds,"$2,204 - 9,367"
560,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"1 W Superior St, Chicago, IL 60654",Studio - 2 Beds,"$2,172 - 5,055"
561,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"676 N La Salle Dr, Chicago, IL 60654",1 Bed,"$2,480 - 2,560"
562,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"120 N Green St, Chicago, IL 60607",Studio - 3 Beds,"$2,815 - 12,682"
563,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"1206-1212 N State Pky, Chicago, IL 60610",Studio - 2 Beds,"$2,260 - 6,322"
564,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"369 W Grand Ave, Chicago, IL 60654",Studio - 4 Beds,"$2,095 - 79,788"
565,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"220 E Illinois St, Chicago, IL 60611",Studio - 3 Beds,"$2,876 - 10,172"
566,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"14 W Superior St, Chicago, IL 60654",Studio - 3 Beds,"$2,284 - 11,620"
567,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"11 S Green St, Chicago, IL 60607",Studio - 2 Beds,"$1,977 - 3,428"
568,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"5801-5811 S Dorchester Ave, Chicago, IL 60637",1-6 Beds,"$2,150 - 3,525"
569,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"939 W Washington Blvd, Chicago, IL 60607",Studio - 3 Beds,"$1,913 - 4,465"
570,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"2623-2627 N Clark St, Chicago, IL 60614",1 Bed,"$2,200 - 2,450"
571,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"833 N Clark St, Chicago, IL 60610",Studio - 3 Beds,"$2,352 - 16,463"
572,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"340 E North Water St, Chicago, IL 60611",Studio - 3 Beds,"$2,171 - 7,433"
573,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"51 E 14th St, Chicago, IL 60605",Studio - 2 Beds,"$1,780 - 5,045"
574,https://web.archive.org/web/20220426234339/https://www.apartments.com/chicago-il/,"200 E Illinois St, Chicago, IL 60611",1-3 Beds,"$2,329 - 9,314"
575,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"930 W Altgeld St, Chicago, IL 60614",Studio - 3 Beds,"$2,385 - 14,315"
576,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"1457 N Halsted St, Chicago, IL 60642",Studio - 2 Beds,"$2,484 - 5,208"
577,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"5035 S East End Ave, Chicago, IL 60615",Studio - 4 Beds,"$1,700 - 6,260"
578,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"5441 NE NEast River Rd, Chicago, IL 60656",Studio - 4 Beds,"$1,075 - 3,020"
579,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"833 N Clark St, Chicago, IL 60610",Studio - 3 Beds,"$2,097 - 24,218"
580,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"2155 N Elston Ave, Chicago, IL 60614",Studio - 3 Beds,"$1,770 - 6,194"
581,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"1616 E 56th St, Chicago, IL 60637",1-3 Beds,"$2,600 - 10,960"
582,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"169 W Huron St, Chicago, IL 60654",Studio - 2 Beds,"$2,053 - 5,721"
583,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"51 E 14th St, Chicago, IL 60605",Studio - 2 Beds,"$1,830 - 5,045"
584,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"747 N Wabash Ave, Chicago, IL 60611",Studio - 2 Beds,"$3,132 - 3,856"
585,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"121 W Chestnut St, Chicago, IL 60610",Studio - 3 Beds,"$1,904 - 10,256"
586,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"340 E North Water St, Chicago, IL 60611",Studio - 3 Beds,"$2,328 - 10,464"
587,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"8 E Huron St, Chicago, IL 60611",1-3 Beds,"$5,195 - 6,895"
588,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"220 E Illinois St, Chicago, IL 60611",Studio - 3 Beds,"$2,541 - 9,341"
589,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"205 S Peoria, Chicago, IL 60607",Studio - 2 Beds,"$1,973 - 6,076"
590,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"369 W Grand Ave, Chicago, IL 60654",Studio - 4 Beds,"$2,095 - 69,521"
591,https://web.archive.org/web/20220612023135/https://www.apartments.com/chicago-il/,"5029 N Kenmore Ave, Chicago, IL 60640",1 Bed,"$1,775"
