,Address,Price,Beds,Contact
0,161 W Kinzie St Chicago  6,"$1,840 - $6,337",Studio - 2 Br,844-892-1659
1,37 W Van Buren St Chicago  6,"$1,660 - $4,114",Studio - 4 Br,844-250-5735
2,400 E South Water St Chicago  6,"$1,660 - $4,114",Studio - 2 Br,866-599-7868
3,71 W Hubbard St Chicago  6,"$1,791 - $6,495",Studio - 3 Br,312-219-9513
4,200 E Illinois St Chicago  6,"$2,173 - $12,878",Studio - 4 Br,773-273-6395
5,340 E North Water St Chicago  6,"$1,819 - $11,025",Studio - 3 Br,844-402-4750
6,500 N Lake Shore Dr Chicago  6,"$1,755 - $3,910",Studio - 2 Br,312-548-6742
7,11 S Green St Chicago  6,Call for Rent,Studio - 2 Br,844-417-3242
8,360 E South Water St Chicago  6,"$1,694 - $3,916",Studio - 2 Br,312-288-8069
9,1 W Superior St Chicago  6,"$1,556 - $4,735",Studio - 2 Br,312-219-9516
10,225 N Columbus Dr Chicago  6,"$1,634 - $5,123",Studio - 2 Br,866-933-3491
11,220 W Illinois St Chicago  6,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
12,765 W Adams St Chicago  6,"$1,659 - $9,350",Studio - 3 Br,773-675-1174
13,850 N Lake Shore Dr Chicago  6,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
14,840 W Blackhawk St Chicago  6,"$1,687 - $4,066",Studio - 2 Br,866-958-8596
15,5140 S Hyde Park Blvd Chicago  6,"$1,378 - $5,781",1-3 Br,773-432-4830
16,555 W Madison St Chicago  6,"$1,325 - $3,920",Studio - 2 Br,888-692-0211
17,910 W Huron St Chicago  6,"$1,925 - $3,410",Studio - 4 Br,844-741-2982
18,200 E Chestnut St Chicago  6,"$1,188 - $7,177",Studio - 2 Br,708-315-6519
19,123 N Des Plaines St Chicago  6,"$2,389 - $5,377",Studio - 3 Br,312-957-4484
