,Address,Price,Beds,Contact
0,"1457 N Halsted St, Chicago, IL ","$2,246 - 4,199",Studio - 2 Beds,(844) 295-8794
1,"930 W Altgeld St, Chicago, IL ","$2,150 - 14,380",Studio - 3 Beds,(847) 440-3110
2,"5441 NE NEast River Rd, Chicago, IL ","$1,195 - 3,190",Studio - 4 Beds,(866) 794-5357
3,"5035 S East End Ave, Chicago, IL ","$1,575 - 4,789",Studio - 4 Beds,(224) 203-2815
4,"5029 N Kenmore Ave, Chicago, IL ","$2,575 - 6,895",1-3 Beds,(844) 288-1201
5,"8 E Huron St, Chicago, IL ","$2,575 - 6,895",1-3 Beds,(773) 906-5670
6,"205 S Peoria, Chicago, IL ","$2,120 - 4,818",Studio - 2 Beds,(312) 598-1505
7,"730 W Couch Pl, Chicago, IL ","$2,204 - 9,367",Studio - 3 Beds,(844) 294-8524
8,"1 W Superior St, Chicago, IL ","$2,172 - 5,055",Studio - 2 Beds,(312) 219-9516
9,"676 N La Salle Dr, Chicago, IL ","$2,480 - 2,560",,(844) 816-8029
10,"120 N Green St, Chicago, IL ","$2,815 - 12,682",Studio - 3 Beds,(844) 410-6603
11,"369 W Grand Ave, Chicago, IL ","$2,095 - 79,788",Studio - 4 Beds,(224) 215-0020
12,"220 E Illinois St, Chicago, IL ","$2,876 - 10,172",Studio - 3 Beds,(844) 596-1422
13,"14 W Superior St, Chicago, IL ","$2,284 - 11,620",Studio - 3 Beds,(312) 585-7552
14,"11 S Green St, Chicago, IL ","$1,977 - 3,428",Studio - 2 Beds,(844) 417-3242
15,"939 W Washington Blvd, Chicago, IL ","$1,913 - 4,465",Studio - 3 Beds,(312) 815-5216
16,"833 N Clark St, Chicago, IL ","$2,352 - 16,463",Studio - 3 Beds,(844) 489-9630
17,"340 E North Water St, Chicago, IL ","$2,171 - 7,433",Studio - 3 Beds,(844) 402-4750
18,"200 E Illinois St, Chicago, IL ","$2,329 - 9,314",1-3 Beds,(844) 349-2090
