,Address,Price,Beds,Contact
0,601 W Jackson Blvd Chicago  6,"$1,508 - $3,952",Studio - 2 Br,844-443-8919
1,200 E Chestnut St Chicago  6,"$1,237 - $7,591",Studio - 2 Br,708-315-6519
2,71 W Hubbard St Chicago  6,"$1,795 - $6,382",Studio - 3 Br,312-219-9513
3,850 S Clark St Chicago  6,"$1,384 - $3,200",Studio - 2 Br,312-462-1938
4,555 W Madison St Chicago  6,"$1,350 - $7,695",Studio - 2 Br,888-692-0211
5,8 W Chestnut St Chicago  6,"$1,525 - $2,699",1-2 Br,312-646-4941
6,1130 S Michigan Ave Chicago  6,"$1,607 - $3,665",Studio - 2 Br,866-610-8317
7,1350 N Lake Shore Dr Chicago  6,"$1,236 - $2,998",Studio - 2 Br,312-462-0403
8,25 W Randolph St Chicago  6,"$1,823 - $7,987",Studio - 3 Br,844-808-9214
9,161 W Kinzie St Chicago  6,"$1,745 - $6,337",Studio - 2 Br,844-892-1659
10,910 W Huron St Chicago  6,"$1,965 - $4,555",Studio - 4 Br,844-741-2982
11,400 N McClurg Ct Chicago  6,"$1,725 - $2,917",Studio - 2 Br,844-482-6861
12,220 W Illinois St Chicago  6,"$2,075 - $4,145",Studio - 2 Br,773-492-6656
13,200 E Illinois St Chicago  6,"$2,144 - $12,878",Studio - 4 Br,773-273-6395
14,1 W Superior St Chicago  6,"$1,625 - $4,946",Studio - 2 Br,312-219-9516
15,840 W Blackhawk St Chicago  6,"$2,256 - $3,935",Studio - 2 Br,866-958-8596
16,625 W Division St Chicago  6,"$1,775 - $3,700",Studio - 2 Br,844-525-6919
17,707 N Wells St Chicago  6,"$2,740 - $5,521",1-3 Br,844-837-3913
18,37 W Van Buren St Chicago  6,"$924 - $2,145",Studio - 4 Br,844-250-5735
19,400 E South Water St Chicago  6,"$1,736 - $2,518",Studio - 2 Br,866-599-7868
20,360 E South Water St Chicago  6,"$1,743 - $5,024",Studio - 2 Br,312-288-8069
21,343 W Wolf Point Plz Chicago  6,"$1,761 - $10,617",Studio - 3 Br,844-811-0188
