,Address,Price,Beds,Contact
0,1 W Superior St Chicago  6,"$1,759 - $5,022",Studio - 2 Br,312-219-9516
1,840 W Blackhawk St Chicago  6,"$1,995 - $4,394",Studio - 2 Br,866-958-8596
2,200 E Illinois St Chicago  6,"$2,373 - $12,878",Studio - 3 Br,773-273-6395
3,500 N Milwaukee Ave Chicago  6,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
4,707 N Wells St Chicago  6,"$2,707 - $5,521",1-3 Br,844-837-3913
5,625 W Division St Chicago  6,"$1,875 - $3,650",Studio - 2 Br,844-525-6919
6,1333 S Wabash Ave Chicago  6,"$1,815 - $3,800",1-2 Br,844-813-9138
7,601 W Jackson Blvd Chicago  6,"$1,356 - $4,749",Studio - 2 Br,844-443-8919
8,420 E Ohio St Chicago  6,"$1,615 - $4,495",Studio - 3 Br,888-380-0393
9,400 E South Water St Chicago  6,"$1,716 - $4,168",Studio - 2 Br,866-599-7868
10,343 W Wolf Point Plz Chicago  6,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
11,360 E South Water St Chicago  6,"$1,729 - $5,441",Studio - 2 Br,312-288-8069
12,225 N Columbus Dr Chicago  6,"$2,045 - $5,431",Studio - 2 Br,866-933-3491
13,345 E Wacker Dr Chicago  6,"$1,933 - $4,809",Studio - 3 Br,773-904-9571
14,730 W Couch Pl Chicago  6,"$1,750 - $5,150",Studio - 3 Br,844-294-8524
15,555 W Kinzie St Chicago  6,"$1,604 - $4,415",Studio - 3 Br,312-288-8972
16,123 N Des Plaines St Chicago  6,"$2,034 - $4,581",Studio - 3 Br,312-957-4484
17,500 N Lake Shore Dr Chicago  6,"$1,870 - $4,140",Studio - 2 Br,312-548-6742
18,5140 S Hyde Park Blvd Chicago  6,"$1,383 - $3,831",1-3 Br,773-432-4830
19,1890 Maple St Chicago  6,"$1,648 - $5,000",Studio - 3 Br,224-420-9126
20,347 W Chestnut St Chicago  6,"$1,725 - $6,200",Studio - 3 Br,312-702-1232
21,555 W Madison St Chicago  6,"$1,390 - $5,015",Studio - 2 Br,888-692-0211
22,200 E Chestnut St Chicago  6,"$1,431 - $9,127",Studio - 2 Br,708-315-6519
23,71 W Hubbard St Chicago  6,"$1,870 - $6,483",Studio - 3 Br,312-219-9513
24,850 S Clark St Chicago  6,"$1,745 - $3,290",Studio - 2 Br,312-462-1938
