,Address,Price,Beds,Contact
0,360 E South Water St Chicago  6,"$1,590 - $3,953",Studio - 2 Br,312-288-8069
1,71 W Hubbard St Chicago  6,"$1,829 - $6,947",Studio - 3 Br,312-219-9513
2,345 E Wacker Dr Chicago  6,"$1,568 - $4,530",Studio - 3 Br,773-904-9571
3,400 E South Water St Chicago  6,"$1,588 - $3,802",Studio - 2 Br,866-599-7868
4,225 N Columbus Dr Chicago  6,"$1,612 - $4,605",Studio - 2 Br,866-933-3491
5,1130 S Michigan Ave Chicago  6,"$1,190 - $3,896",Studio - 2 Br,866-610-8317
6,200 E Illinois St Chicago  6,"$2,226 - $9,700",Studio - 4 Br,773-273-6395
7,1350 N Lake Shore Dr Chicago  6,"$1,191 - $3,032",Studio - 2 Br,312-462-0403
8,750 N Rush St Chicago  6,"$1,794 - $6,712",1-3 Br,773-675-1163
9,850 N Lake Shore Dr Chicago  6,"$1,990 - $12,000",Studio - 3 Br,312-462-1903
10,220 W Illinois St Chicago  6,"$1,955 - $3,940",Studio - 2 Br,773-492-6656
11,445 E Illinois St Chicago  6,"$1,815 - $4,925",Studio - 3 Br,844-274-9788
12,5009 N Sheridan Rd Chicago  6,"$1,200 - $2,400",Studio - 2 Br,773-649-5501
13,805 N LaSalle St Chicago  6,"$1,475 - $4,800",Studio - 2 Br,872-206-3038
14,601 W Jackson Blvd Chicago  6,"$1,452 - $4,413",Studio - 2 Br,844-443-8919
15,111 W Wacker Dr Chicago  6,"$1,995 - $6,695",Studio - 3 Br,708-546-4173
16,5140 S Hyde Park Blvd Chicago  6,"$1,258 - $5,151",1-3 Br,773-432-4830
17,850 S Clark St Chicago  6,"$1,696 - $3,190",1-2 Br,312-462-1938
18,850 N State St Chicago  6,"$1,339 - $2,621",1-2 Br,312-646-4941
19,355 E Ohio St Chicago  6,"$1,593 - $6,422",Studio - 3 Br,312-646-4953
20,922 W Washington Blvd Chicago  6,"$1,565 - $5,225",Studio - 3 Br,773-358-4744
