,Address,Price,Beds,Contact
0,5454 S Shore Dr Chicago  6,"$1,339 - $4,565",1-3 Br,844-815-4511
1,5105 S Harper Ave Chicago  6,"$2,018 - $4,655",1-3 Br,844-867-6288
2,1606 E Hyde Park Blvd Chicago  6,"$1,154 - $2,360",Studio - 2 Br,844-761-9442
3,840 W Blackhawk St Chicago  6,"$1,919 - $4,569",Studio - 2 Br,866-958-8596
4,200 E Illinois St Chicago  6,"$2,268 - $12,878",Studio - 3 Br,773-273-6395
5,500 N Milwaukee Ave Chicago  6,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
6,1 W Superior St Chicago  6,"$1,484 - $5,007",Studio - 2 Br,312-219-9516
7,625 W Division St Chicago  6,"$1,950 - $3,625",Studio - 2 Br,844-525-6919
8,707 N Wells St Chicago  6,"$2,707 - $5,796",1-3 Br,844-837-3913
9,601 W Jackson Blvd Chicago  6,"$1,305 - $4,491",Studio - 2 Br,844-443-8919
10,420 E Ohio St Chicago  6,"$1,615 - $4,600",Studio - 3 Br,888-380-0393
11,545 N McClurg Ct Chicago  6,"$1,882 - $8,805",Studio - 3 Br,844-382-0901
12,25 W Randolph St Chicago  6,"$1,871 - $7,987",Studio - 3 Br,844-808-9214
13,1001 S State St Chicago  6,"$1,610 - $5,735",Studio - 3 Br,844-843-7332
14,8 W Chestnut St Chicago  6,"$1,339 - $2,689",1-2 Br,312-646-4941
15,360 E South Water St Chicago  6,"$1,770 - $5,345",Studio - 2 Br,312-288-8069
16,343 W Wolf Point Plz Chicago  6,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
17,225 N Columbus Dr Chicago  6,"$2,109 - $5,366",Studio - 2 Br,866-933-3491
18,400 E South Water St Chicago  6,"$1,663 - $3,819",Studio - 2 Br,866-599-7868
19,730 W Couch Pl Chicago  6,"$1,750 - $5,150",Studio - 3 Br,844-294-8524
20,345 E Wacker Dr Chicago  6,"$1,712 - $4,901",Studio - 3 Br,773-904-9571
21,555 W Kinzie St Chicago  6,"$1,572 - $10,235",Studio - 3 Br,312-288-8972
22,123 N Des Plaines St Chicago  6,"$1,931 - $5,366",Studio - 3 Br,312-957-4484
23,500 N Lake Shore Dr Chicago  6,"$1,865 - $4,115",Studio - 2 Br,312-548-6742
