,Address,Price,Beds,Contact
0,500 N Milwaukee Ave Chicago  6,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
1,625 W Division St Chicago  6,"$1,875 - $3,625",Studio - 2 Br,844-525-6919
2,707 N Wells St Chicago  6,"$2,707 - $5,796",1-3 Br,844-837-3913
3,601 W Jackson Blvd Chicago  6,"$1,305 - $4,747",Studio - 2 Br,844-443-8919
4,420 E Ohio St Chicago  6,"$1,615 - $4,600",Studio - 3 Br,888-380-0393
5,5454 S Shore Dr Chicago  6,"$1,565 - $4,525",1-3 Br,844-815-4511
6,5105 S Harper Ave Chicago  6,"$2,018 - $4,655",1-3 Br,844-867-6288
7,400 E South Water St Chicago  6,"$1,744 - $3,475",Studio - 2 Br,866-599-7868
8,360 E South Water St Chicago  6,"$1,907 - $5,356",Studio - 2 Br,312-288-8069
9,343 W Wolf Point Plz Chicago  6,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
10,225 N Columbus Dr Chicago  6,"$2,123 - $5,367",Studio - 2 Br,866-933-3491
11,345 E Wacker Dr Chicago  6,"$1,776 - $3,426",Studio - 3 Br,773-904-9571
12,730 W Couch Pl Chicago  6,"$1,750 - $5,150",Studio - 3 Br,844-294-8524
13,555 W Kinzie St Chicago  6,"$1,658 - $4,375",Studio - 3 Br,312-288-8972
14,123 N Des Plaines St Chicago  6,"$1,895 - $5,366",Studio - 3 Br,312-957-4484
15,500 N Lake Shore Dr Chicago  6,"$2,265 - $4,410",Studio - 2 Br,312-548-6742
16,5140 S Hyde Park Blvd Chicago  6,"$1,392 - $6,216",1-3 Br,773-432-4830
17,1 W Superior St Chicago  6,"$1,608 - $4,862",Studio - 2 Br,312-219-9516
18,840 W Blackhawk St Chicago  6,"$1,919 - $4,569",Studio - 2 Br,866-958-8596
19,200 E Illinois St Chicago  6,"$2,418 - $12,878",Studio - 3 Br,773-273-6395
20,1890 Maple St Chicago  6,"$1,647 - $5,000",Studio - 3 Br,224-420-9126
21,200 E Chestnut St Chicago  6,"$1,549 - $9,083",Studio - 2 Br,708-315-6519
22,347 W Chestnut St Chicago  6,"$1,725 - $6,500",Studio - 3 Br,312-702-1232
