,Address,Price,Beds,Contact
0,"169 W Huron St, Chicago, IL ","$1,710 - 5,577",Studio - 2 Bed,847-979-4467
1,"215 W Lake St, Chicago, IL ","$2,035 - 5,585",Studio - 3 Bed,224-220-3563
2,"165 N Desplaines St, Chicago, IL ","$1,875 - 3,900",Studio - 2 Bed,312-964-3725
3,"420 E Ohio St, Chicago, IL ","$1,740 - 4,420",Studio - 3 Bed,888-380-0393
4,"500 N Milwaukee Ave, Chicago, IL ","$1,705 - 5,460",Studio - 3 Bed,312-964-3768
5,"601 W Jackson Blvd, Chicago, IL ","$1,732 - 4,163",Studio - 2 Bed,844-443-8919
6,"200 E Illinois St, Chicago, IL ","$2,025 - 10,325",Studio - 3 Bed,773-273-6395
7,"5140 S Hyde Park Blvd, Chicago, IL ","$1,522 - 6,022",1-3 Bed,773-432-4830
8,"2851 S Martin Luther King Dr, Chicago, IL ","$814 - 10,172",Studio - 3 Bed,844-827-1869
9,"1350 N Lake Shore Dr, Chicago, IL ","$1,530 - 3,284",Studio - 2 Bed,844-740-9960
10,"555 W Madison St, Chicago, IL ","$1,235 - 3,216",Studio - 2 Bed,888-692-0211
11,"1350 N Wells St, Chicago, IL ","$1,565 - 3,635",Studio - 2 Bed,866-854-1757
12,"4334 N Hazel St, Chicago, IL ","$1,450 - 2,310",Studio - 2 Bed,888-769-6192
13,"730 W Couch Pl, Chicago, IL ","$1,835 - 5,635",Studio - 3 Bed,844-294-8524
14,"167 W Erie St, Chicago, IL ","$1,830 - 5,131",Studio - 3 Bed,844-249-5467
15,"1333 S Wabash Ave, Chicago, IL ","$1,885 - 7,534",1-3 Bed,312-767-5990
16,"165 W Superior, Chicago, IL ","$2,083 - 6,875",Studio - 3 Bed,844-214-0691
17,"343 W Wolf Point Plz, Chicago, IL ","$2,013 - 11,849",Studio - 3 Bed,844-811-0188
18,"225 N Columbus Dr, Chicago, IL ","$2,191 - 5,499",Studio - 2 Bed,866-933-3491
19,"445 E Ohio St, Chicago, IL ","$1,498 - 2,597",Studio - 2 Bed,877-395-7096
20,"555 W Kinzie St, Chicago, IL ","$1,682 - 5,627",Studio - 3 Bed,312-288-8972
21,"345 E Wacker Dr, Chicago, IL ","$1,728 - 4,378",Studio - 3 Bed,773-904-9571
