,Address,Price,Beds,Contact
0,601 W Jackson Blvd Chicago  6,"$1,524 - $4,514",Studio - 2 Br,844-443-8919
1,840 W Blackhawk St Chicago  6,"$1,944 - $4,130",Studio - 2 Br,866-958-8596
2,200 E Illinois St Chicago  6,"$2,303 - $12,878",Studio - 4 Br,773-273-6395
3,1 W Superior St Chicago  6,"$1,732 - $3,602",Studio - 2 Br,312-219-9516
4,625 W Division St Chicago  6,"$1,775 - $3,700",Studio - 2 Br,844-525-6919
5,707 N Wells St Chicago  6,"$2,760 - $5,621",1-3 Br,844-837-3913
6,360 E South Water St Chicago  6,"$1,789 - $4,226",Studio - 2 Br,312-288-8069
7,343 W Wolf Point Plz Chicago  6,"$1,821 - $10,900",Studio - 3 Br,844-811-0188
8,225 N Columbus Dr Chicago  6,"$1,654 - $5,352",Studio - 2 Br,866-933-3491
9,345 E Wacker Dr Chicago  6,"$1,806 - $3,693",Studio - 3 Br,773-904-9571
10,400 E South Water St Chicago  6,"$1,668 - $4,130",Studio - 2 Br,866-599-7868
11,555 W Kinzie St Chicago  6,"$1,427 - $4,480",Studio - 3 Br,312-288-8972
12,123 N Des Plaines St Chicago  6,"$2,007 - $4,555",Studio - 3 Br,312-957-4484
13,500 N Lake Shore Dr Chicago  6,"$1,890 - $2,730",Studio - 1 Br,312-548-6742
14,5140 S Hyde Park Blvd Chicago  6,"$1,462 - $3,995",1-3 Br,773-432-4830
15,200 E Chestnut St Chicago  6,"$1,334 - $9,151",Studio - 2 Br,708-315-6519
16,71 W Hubbard St Chicago  6,"$1,795 - $6,483",Studio - 3 Br,312-219-9513
17,850 S Clark St Chicago  6,"$1,788 - $3,563",Studio - 2 Br,312-462-1938
18,8 W Chestnut St Chicago  6,"$1,575 - $2,709",1-2 Br,312-646-4941
19,555 W Madison St Chicago  6,"$1,375 - $4,065",Studio - 2 Br,888-692-0211
20,1350 N Lake Shore Dr Chicago  6,"$1,367 - $2,998",Studio - 2 Br,312-462-0403
21,1130 S Michigan Ave Chicago  6,"$1,380 - $3,681",Studio - 2 Br,866-610-8317
22,25 W Randolph St Chicago  6,"$1,823 - $7,987",Studio - 3 Br,844-808-9214
23,161 W Kinzie St Chicago  6,"$1,695 - $6,337",Studio - 2 Br,844-892-1659
