,Address,Price,Beds,Contact
0,71 W Hubbard St Chicago  6,"$1,776 - $6,350",Studio - 3 Br,312-219-9513
1,400 E South Water St Chicago  6,"$1,561 - $3,216",Studio - 2 Br,866-599-7868
2,850 N Lake Shore Dr Chicago  6,Call for Rent,Studio - 3 Br,312-462-1903
3,225 N Columbus Dr Chicago  6,"$1,648 - $4,944",Studio - 2 Br,866-933-3491
4,840 W Blackhawk St Chicago  6,"$1,807 - $4,754",Studio - 2 Br,866-958-8596
5,220 W Illinois St Chicago  6,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
6,1130 S Michigan Ave Chicago  6,"$1,543 - $4,100",Studio - 2 Br,866-610-8317
7,805 N LaSalle Dr Chicago  6,"$1,600 - $5,100",Studio - 2 Br,872-206-3038
8,11 S Green St Chicago  6,"$1,669 - $3,335",Studio - 2 Br,844-417-3242
9,1350 N Lake Shore Dr Chicago  6,"$1,272 - $2,994",Studio - 2 Br,312-462-0403
10,400 N McClurg Ct Chicago  6,"$1,591 - $2,966",Studio - 2 Br,844-482-6861
11,910 W Huron St Chicago  6,"$2,145 - $3,760",Studio - 4 Br,844-741-2982
12,360 E South Water St Chicago  6,"$1,570 - $4,195",Studio - 2 Br,312-288-8069
13,850 S Clark St Chicago  6,"$1,765 - $3,485",Studio - 2 Br,312-462-1938
14,345 E Wacker Dr Chicago  6,"$1,635 - $4,429",Studio - 3 Br,773-904-9571
15,5140 S Hyde Park Blvd Chicago  6,"$1,455 - $6,214",1-3 Br,773-432-4830
16,765 W Adams St Chicago  6,Call for Rent,Studio - 3 Br,773-675-1174
17,123 N Des Plaines St Chicago  6,"$1,895 - $4,729",Studio - 3 Br,312-957-4484
18,200 E Illinois St Chicago  6,"$1,733 - $12,878",Studio - 4 Br,773-273-6395
19,555 W Madison St Chicago  6,"$1,300 - $4,080",Studio - 2 Br,888-692-0211
20,1 W Superior St Chicago  6,"$1,526 - $4,758",Studio - 2 Br,312-219-9516
21,37 W Van Buren St Chicago  6,"$1,349 - $1,999",Studio - 4 Br,844-250-5735
