,Address,Price,Beds,Contact
0,"5441 NE NEast River Rd, Chicago, IL ","$1,005 - 2,035",Studio - 4 Bed,866-794-5357
1,"1457 N Halsted St, Chicago, IL ","$1,691 - 4,400",Studio - 2 Bed,844-295-8794
2,"633 W North Ave, Chicago, IL ","$1,750 - 7,500",Studio - 3 Bed,844-265-9537
3,"930 W Altgeld St, Chicago, IL ","$1,780 - 13,795",Studio - 3 Bed,847-440-3110
4,"2 W Delaware Pl, Chicago, IL ","$3,498 - 9,979",1-5 Bed,844-414-0039
5,"1407 S Michigan Ave, Chicago, IL ","$1,250 - 4,550",Studio - 3 Bed,844-207-9781
6,"167 W Erie St, Chicago, IL ","$1,331 - 10,444",Studio - 3 Bed,844-249-5467
7,"833 N Clark St, Chicago, IL ","$1,826 - 16,463",Studio - 3 Bed,844-489-9630
8,"601 W Jackson Blvd, Chicago, IL ","$1,187 - 5,476",Studio - 2 Bed,844-443-8919
9,"65 E Scott St, Chicago, IL ","$1,165 - 2,550",Studio - 2 Bed,312-638-2436
10,"845 N State St, Chicago, IL ","$1,674 - 5,292",Studio - 2 Bed,844-490-6606
11,"441 E Erie St, Chicago, IL ","$1,095 - 3,680",Studio - 3 Bed,844-569-5575
12,"1926 W Harrison St, Chicago, IL ","$1,665 - 3,325",Studio - 3 Bed,224-215-6156
13,"840 W Blackhawk St, Chicago, IL ","$1,657 - 3,318",Studio - 2 Bed,866-958-8596
14,"2345 N Lincoln Ave, Chicago, IL ","$1,590 - 6,775",Studio - 3 Bed,844-543-1045
15,"1801 W Argyle St, Chicago, IL ","$1,888 - 3,657",Studio - 3 Bed,844-750-4739
16,"860 N Dewitt Pl, Chicago, IL ","$1,325 - 3,800",Studio - 2 Bed,844-772-4370
17,"220 W Illinois St, Chicago, IL ","$1,870 - 3,095",Studio - 2 Bed,844-248-8525
18,"345 E Ohio St, Chicago, IL ","$1,672 - 5,186",Studio - 3 Bed,844-361-3646
19,"2300 S Michigan Ave, Chicago, IL ","$1,634 - 2,960",1-2 Bed,312-646-4878
20,"63 E Lake St, Chicago, IL ","$1,275 - 3,375",Studio - 2 Bed,844-327-1167
21,"5140 S Hyde Park Blvd, Chicago, IL ","$2,242 - 3,737",1-3 Bed,872-205-9319
22,"71 W Hubbard St, Chicago, IL ","$1,576 - 7,185",Studio - 3 Bed,844-360-4529
23,"59 E Van Buren St, Chicago, IL ","$799 - 2,229",Studio - 4 Bed,
