,Address,Price,Beds,Contact
0,601 W Jackson Blvd Chicago  6,"$1,305 - $4,567",Studio - 2 Br,844-443-8919
1,420 E Ohio St Chicago  6,"$1,615 - $4,600",Studio - 3 Br,888-380-0393
2,1890 Maple St Chicago  6,"$1,639 - $5,000",Studio - 3 Br,224-420-9126
3,200 E Chestnut St Chicago  6,"$1,408 - $11,443",Studio - 2 Br,708-315-6519
4,71 W Hubbard St Chicago  6,"$1,870 - $6,535",Studio - 3 Br,312-219-9513
5,850 S Clark St Chicago  6,"$1,738 - $3,394",Studio - 2 Br,312-462-1938
6,1209 W Arthur Ave Chicago  6,"$1,570 - $2,575",Studio - 2 Br,773-649-4071
7,555 W Madison St Chicago  6,"$1,410 - $4,820",Studio - 2 Br,888-692-0211
8,8 W Chestnut St Chicago  6,"$1,339 - $2,779",1-2 Br,312-646-4941
9,545 N McClurg Ct Chicago  6,"$1,882 - $8,805",Studio - 3 Br,844-382-0901
10,1350 N Lake Shore Dr Chicago  6,"$1,272 - $3,078",Studio - 2 Br,312-462-0403
11,1130 S Michigan Ave Chicago  6,"$1,447 - $5,477",Studio - 2 Br,866-610-8317
12,1001 S State St Chicago  6,"$1,610 - $5,735",Studio - 3 Br,844-843-7332
13,25 W Randolph St Chicago  6,"$1,871 - $7,987",Studio - 3 Br,844-808-9214
14,347 W Chestnut St Chicago  6,"$1,725 - $6,500",Studio - 3 Br,312-702-1232
15,400 N McClurg Ct Chicago  6,"$1,606 - $2,475",Studio - 2 Br,844-482-6861
16,161 W Kinzie St Chicago  6,"$2,000 - $6,337",Studio - 2 Br,844-892-1659
17,910 W Huron St Chicago  6,Call for Rent,Studio - 4 Br,844-741-2982
18,11 S Green St Chicago  6,"$1,539 - $3,390",Studio - 2 Br,844-417-3242
19,5454 S Shore Dr Chicago  6,"$1,339 - $4,565",1-3 Br,844-815-4511
20,5105 S Harper Ave Chicago  6,"$2,018 - $4,655",1-3 Br,844-867-6288
21,1606 E Hyde Park Blvd Chicago  6,"$1,154 - $2,345",Studio - 2 Br,844-761-9442
22,840 W Blackhawk St Chicago  6,"$1,919 - $4,569",Studio - 2 Br,866-958-8596
