,Address,Price,Beds,Contact
0,601 W Jackson Blvd Chicago  6,"$1,740 - $4,098",Studio - 2 Br,844-443-8919
1,500 N Lake Shore Dr Chicago  6,"$1,895 - $4,240",Studio - 2 Br,312-548-6742
2,5140 S Hyde Park Blvd Chicago  6,"$1,399 - $5,294",1-3 Br,773-432-4830
3,200 E Chestnut St Chicago  6,"$1,294 - $7,591",Studio - 2 Br,708-315-6519
4,71 W Hubbard St Chicago  6,"$1,795 - $6,438",Studio - 3 Br,312-219-9513
5,850 S Clark St Chicago  6,"$1,384 - $3,200",Studio - 2 Br,312-462-1938
6,555 W Madison St Chicago  6,"$1,375 - $7,740",Studio - 2 Br,888-692-0211
7,8 W Chestnut St Chicago  6,"$1,525 - $2,699",1-2 Br,312-646-4941
8,1350 N Lake Shore Dr Chicago  6,"$1,338 - $2,998",Studio - 2 Br,312-462-0403
9,1130 S Michigan Ave Chicago  6,"$1,437 - $3,665",Studio - 2 Br,866-610-8317
10,25 W Randolph St Chicago  6,"$1,823 - $7,987",Studio - 3 Br,844-808-9214
11,161 W Kinzie St Chicago  6,"$1,805 - $6,337",Studio - 2 Br,844-892-1659
12,910 W Huron St Chicago  6,"$2,005 - $4,525",Studio - 4 Br,844-741-2982
13,400 N McClurg Ct Chicago  6,"$1,725 - $2,917",Studio - 2 Br,844-482-6861
14,200 E Illinois St Chicago  6,"$2,144 - $12,878",Studio - 4 Br,773-273-6395
15,707 N Wells St Chicago  6,"$2,740 - $5,621",1-3 Br,844-837-3913
16,1 W Superior St Chicago  6,"$1,585 - $4,946",Studio - 2 Br,312-219-9516
17,840 W Blackhawk St Chicago  6,"$2,188 - $4,080",Studio - 2 Br,866-958-8596
18,220 W Illinois St Chicago  6,"$2,075 - $4,145",Studio - 2 Br,773-492-6656
19,625 W Division St Chicago  6,"$1,775 - $3,700",Studio - 2 Br,844-525-6919
20,400 E South Water St Chicago  6,"$1,736 - $2,518",Studio - 2 Br,866-599-7868
21,60638 About Us Chicago Ap,,,
