,Address,Price,Beds,Contact
0,5140 S Hyde Park Blvd Chicago  6,"$1,398 - $5,781",1-3 Br,773-432-4830
1,345 E Wacker Dr Chicago  6,"$1,633 - $4,688",Studio - 3 Br,773-904-9571
2,123 N Des Plaines St Chicago  6,"$2,389 - $5,377",Studio - 3 Br,312-957-4484
3,11 S Green St Chicago  6,"$1,675 - $3,335",Studio - 2 Br,844-417-3242
4,555 W Madison St Chicago  6,"$1,286 - $4,000",Studio - 2 Br,888-692-0211
5,360 E South Water St Chicago  6,"$1,715 - $3,884",Studio - 2 Br,312-288-8069
6,161 W Kinzie St Chicago  6,"$1,840 - $6,337",Studio - 2 Br,844-892-1659
7,400 N McClurg Ct Chicago  6,"$1,845 - $2,926",Studio - 2 Br,844-482-6861
8,500 N Lake Shore Dr Chicago  6,"$2,235 - $3,825",Studio - 2 Br,312-548-6742
9,805 N LaSalle Dr Chicago  6,"$1,600 - $5,100",Studio - 2 Br,872-206-3038
10,225 N Columbus Dr Chicago  6,"$1,634 - $5,117",Studio - 2 Br,866-933-3491
11,910 W Huron St Chicago  6,"$1,950 - $3,410",Studio - 4 Br,844-741-2982
12,840 W Blackhawk St Chicago  6,"$1,687 - $4,050",Studio - 2 Br,866-958-8596
13,850 S Clark St Chicago  6,"$1,765 - $3,584",Studio - 2 Br,312-462-1938
14,200 E Chestnut St Chicago  6,"$1,188 - $7,177",Studio - 2 Br,708-315-6519
15,1 W Superior St Chicago  6,"$1,636 - $4,673",Studio - 2 Br,312-219-9516
16,71 W Hubbard St Chicago  6,"$1,787 - $6,495",Studio - 3 Br,312-219-9513
17,850 N Lake Shore Dr Chicago  6,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
18,37 W Van Buren St Chicago  6,"$1,631 - $4,312",Studio - 4 Br,844-250-5735
19,400 E South Water St Chicago  6,"$1,631 - $4,312",Studio - 2 Br,866-599-7868
20,340 E North Water St Chicago  6,"$1,819 - $10,995",Studio - 3 Br,844-402-4750
21,60638 About Us Chicago Ap,,,
