,Address,Price,Beds,Contact
0,11 S Green St Chicago  6,"$1,675 - $3,335",Studio - 2 Br,844-417-3242
1,225 N Columbus Dr Chicago  6,"$1,634 - $5,050",Studio - 2 Br,866-933-3491
2,345 E Wacker Dr Chicago  6,"$1,636 - $4,688",Studio - 3 Br,773-904-9571
3,5140 S Hyde Park Blvd Chicago  6,"$1,398 - $5,781",1-3 Br,773-432-4830
4,910 W Huron St Chicago  6,"$2,460 - $3,630",Studio - 4 Br,844-741-2982
5,37 W Van Buren St Chicago  6,"$1,899 - $1,999",Studio - 4 Br,844-250-5735
6,1130 S Michigan Ave Chicago  6,"$1,284 - $3,460",Studio - 2 Br,866-610-8317
7,400 N McClurg Ct Chicago  6,"$2,128 - $2,926",Studio - 2 Br,844-482-6861
8,1350 N Lake Shore Dr Chicago  6,"$1,272 - $2,994",Studio - 2 Br,312-462-0403
9,340 E North Water St Chicago  6,"$2,174 - $10,185",Studio - 3 Br,844-402-4750
10,555 W Madison St Chicago  6,"$1,315 - $4,000",Studio - 2 Br,888-692-0211
11,200 E Illinois St Chicago  6,"$1,924 - $12,878",Studio - 4 Br,773-273-6395
12,400 E South Water St Chicago  6,"$1,631 - $3,895",Studio - 2 Br,866-599-7868
13,840 W Blackhawk St Chicago  6,"$1,712 - $3,968",Studio - 2 Br,866-958-8596
14,850 S Clark St Chicago  6,"$1,765 - $3,566",Studio - 2 Br,312-462-1938
15,360 E South Water St Chicago  6,"$1,726 - $3,884",Studio - 2 Br,312-288-8069
16,765 W Adams St Chicago  6,"$2,242 - $9,350",Studio - 3 Br,773-675-1174
17,805 N LaSalle Dr Chicago  6,"$1,600 - $5,100",Studio - 2 Br,872-206-3038
18,161 W Kinzie St Chicago  6,"$1,810 - $6,337",Studio - 2 Br,844-892-1659
19,220 W Illinois St Chicago  6,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
20,200 E Chestnut St Chicago  6,"$1,285 - $7,177",Studio - 2 Br,708-315-6519
21,850 N Lake Shore Dr Chicago  6,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
