,Address,Price,Beds,Contact
0,"555 W Madison St, Chicago, IL ","$1,340 - 3,045",Studio - 2 Bed,888-692-0211
1,"175 N Harbor Dr, Chicago, IL ","$1,619 - 5,226",Studio - 3 Bed,888-767-6014
2,"1350 N Wells St, Chicago, IL ","$1,620 - 4,155",Studio - 2 Bed,866-854-1757
3,"4334 N Hazel St, Chicago, IL ","$1,305 - 2,460",Studio - 2 Bed,888-769-6192
4,"320 W Illinois St, Chicago, IL ","$1,525 - 3,710",Studio - 2 Bed,844-402-3801
5,"2851 S Martin Luther King Dr, Chicago, IL ","$987 - 7,876",Studio - 3 Bed,844-827-1869
6,"1350 N Lake Shore Dr, Chicago, IL ","$1,298 - 10,272",Studio - 2 Bed,844-740-9960
7,"730 W Couch Pl, Chicago, IL ","$1,760 - 14,572",Studio - 3 Bed,844-294-8524
8,"167 W Erie St, Chicago, IL ","$2,003 - 5,595",Studio - 3 Bed,844-249-5467
9,"1333 S Wabash Ave, Chicago, IL ","$1,965 - 7,579",1-3 Bed,312-767-5990
10,"165 W Superior, Chicago, IL ","$1,879 - 4,537",Studio - 3 Bed,844-214-0691
11,"343 W Wolf Point Plz, Chicago, IL ","$1,838 - 28,356",Studio - 3 Bed,844-811-0188
12,"1 E Delaware Pl, Chicago, IL ","$1,820 - 3,650",Studio - 2 Bed,855-707-4966
13,"225 N Columbus Dr, Chicago, IL ","$1,727 - 6,897",Studio - 2 Bed,866-933-3491
14,"445 E Ohio St, Chicago, IL ","$1,492 - 2,425",Studio - 2 Bed,877-395-7096
15,"345 E Wacker Dr, Chicago, IL ","$1,873 - 5,195",Studio - 3 Bed,773-904-9571
16,"555 W Kinzie St, Chicago, IL ","$1,639 - 3,437",Studio - 3 Bed,312-288-8972
17,"545 N McClurg Ct, Chicago, IL ","$1,810 - 9,325",Studio - 3 Bed,844-382-0901
18,"2933 N Sheridan Rd, Chicago, IL ","$1,730 - 2,725",1-3 Bed,888-463-3217
19,"65 E Scott St, Chicago, IL ","$1,400 - 2,500",Studio - 2 Bed,312-638-2436
