,Address,Price,Beds,Contact
0,1350 N Lake Shore Dr Chicago  6,"$1,272 - $3,146",Studio - 2 Br,312-462-0403
1,1130 S Michigan Ave Chicago  6,"$1,420 - $4,847",Studio - 2 Br,866-610-8317
2,25 W Randolph St Chicago  6,"$1,915 - $7,987",Studio - 3 Br,844-808-9214
3,1001 S State St Chicago  6,"$1,610 - $5,735",Studio - 3 Br,844-843-7332
4,910 W Huron St Chicago  6,"$1,915 - $2,985",Studio - 4 Br,844-741-2982
5,161 W Kinzie St Chicago  6,"$1,845 - $6,337",Studio - 2 Br,844-892-1659
6,400 N McClurg Ct Chicago  6,"$1,840 - $2,515",Studio - 2 Br,844-482-6861
7,5454 S Shore Dr Chicago  6,"$1,595 - $4,785",1-3 Br,844-815-4511
8,1 W Superior St Chicago  6,"$1,700 - $4,239",Studio - 2 Br,312-219-9516
9,200 E Illinois St Chicago  6,"$2,373 - $12,878",Studio - 3 Br,773-273-6395
10,500 N Milwaukee Ave Chicago  6,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
11,625 W Division St Chicago  6,"$1,875 - $3,650",Studio - 2 Br,844-525-6919
12,707 N Wells St Chicago  6,"$2,707 - $5,521",1-3 Br,844-837-3913
13,840 W Blackhawk St Chicago  6,"$1,981 - $4,394",Studio - 2 Br,866-958-8596
14,601 W Jackson Blvd Chicago  6,"$1,466 - $4,840",Studio - 2 Br,844-443-8919
15,420 E Ohio St Chicago  6,"$1,605 - $4,600",Studio - 3 Br,888-380-0393
16,545 N McClurg Ct Chicago  6,"$1,766 - $8,805",Studio - 3 Br,844-382-0901
17,1333 S Wabash Ave Chicago  6,"$1,815 - $3,800",1-2 Br,844-813-9138
18,360 E South Water St Chicago  6,"$1,696 - $5,504",Studio - 2 Br,312-288-8069
19,343 W Wolf Point Plz Chicago  6,"$1,908 - $10,900",Studio - 3 Br,844-811-0188
20,345 E Wacker Dr Chicago  6,"$2,151 - $4,813",Studio - 3 Br,773-904-9571
