,Address,Price,Beds,Contact
0,123 N Des Plaines St Chicago  6,"$1,895 - $5,366",Studio - 3 Br,312-957-4484
1,500 N Lake Shore Dr Chicago  6,"$2,275 - $4,400",Studio - 2 Br,312-548-6742
2,5140 S Hyde Park Blvd Chicago  6,"$1,392 - $6,216",1-3 Br,773-432-4830
3,1 W Superior St Chicago  6,"$1,608 - $4,862",Studio - 2 Br,312-219-9516
4,840 W Blackhawk St Chicago  6,"$1,919 - $4,569",Studio - 2 Br,866-958-8596
5,200 E Illinois St Chicago  6,"$2,418 - $12,878",Studio - 3 Br,773-273-6395
6,500 N Milwaukee Ave Chicago  6,"$1,580 - $5,500",Studio - 3 Br,312-964-3768
7,625 W Division St Chicago  6,"$1,875 - $3,625",Studio - 2 Br,844-525-6919
8,707 N Wells St Chicago  6,"$2,707 - $5,796",1-3 Br,844-837-3913
9,601 W Jackson Blvd Chicago  6,"$1,305 - $4,747",Studio - 2 Br,844-443-8919
10,420 E Ohio St Chicago  6,"$1,615 - $4,600",Studio - 3 Br,888-380-0393
11,200 E Chestnut St Chicago  6,"$1,537 - $9,063",Studio - 2 Br,708-315-6519
12,1890 Maple St Chicago  6,"$1,647 - $5,000",Studio - 3 Br,224-420-9126
13,555 W Madison St Chicago  6,"$1,381 - $5,025",Studio - 2 Br,888-692-0211
14,347 W Chestnut St Chicago  6,"$1,725 - $6,500",Studio - 3 Br,312-702-1232
15,71 W Hubbard St Chicago  6,"$1,870 - $6,483",Studio - 3 Br,312-219-9513
16,850 S Clark St Chicago  6,"$1,738 - $3,369",Studio - 2 Br,312-462-1938
17,1209 W Arthur Ave Chicago  6,"$1,570 - $2,575",Studio - 2 Br,773-649-4071
18,545 N McClurg Ct Chicago  6,"$1,882 - $8,805",Studio - 3 Br,844-382-0901
19,8 W Chestnut St Chicago  6,"$1,339 - $2,709",1-2 Br,312-646-4941
20,1130 S Michigan Ave Chicago  6,"$1,446 - $3,774",Studio - 2 Br,866-610-8317
21,1350 N Lake Shore Dr Chicago  6,"$1,272 - $3,146",Studio - 2 Br,312-462-0403
22,1001 S State St Chicago  6,"$1,610 - $5,735",Studio - 3 Br,844-843-7332
23,25 W Randolph St Chicago  6,"$1,871 - $7,987",Studio - 3 Br,844-808-9214
