,Address,Price,Beds,Contact
0,765 W Adams St Chicago  6,"$1,659 - $9,350",Studio - 3 Br,773-675-1174
1,400 N McClurg Ct Chicago  6,"$1,730 - $3,093",Studio - 2 Br,844-482-6861
2,850 S Clark St Chicago  6,"$1,774 - $3,600",Studio - 2 Br,312-462-1938
3,360 E South Water St Chicago  6,"$1,624 - $4,583",Studio - 2 Br,312-288-8069
4,200 E Chestnut St Chicago  6,"$1,238 - $7,591",Studio - 2 Br,708-315-6519
5,345 E Wacker Dr Chicago  6,"$1,724 - $3,806",Studio - 3 Br,773-904-9571
6,555 W Madison St Chicago  6,"$1,305 - $4,000",Studio - 2 Br,888-692-0211
7,1 W Superior St Chicago  6,"$1,561 - $3,509",Studio - 2 Br,312-219-9516
8,123 N Des Plaines St Chicago  6,"$2,079 - $5,471",Studio - 3 Br,312-957-4484
9,71 W Hubbard St Chicago  6,"$1,795 - $6,495",Studio - 3 Br,312-219-9513
10,400 E South Water St Chicago  6,"$1,660 - $3,947",Studio - 2 Br,866-599-7868
11,500 N Lake Shore Dr Chicago  6,"$1,475 - $3,990",Studio - 2 Br,312-548-6742
12,37 W Van Buren St Chicago  6,"$924 - $2,145",Studio - 4 Br,844-250-5735
13,200 E Illinois St Chicago  6,"$2,061 - $12,878",Studio - 4 Br,773-273-6395
14,1350 N Lake Shore Dr Chicago  6,"$1,236 - $2,994",Studio - 2 Br,312-462-0403
15,1130 S Michigan Ave Chicago  6,"$1,562 - $3,443",Studio - 2 Br,866-610-8317
16,850 N Lake Shore Dr Chicago  6,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
17,11 S Green St Chicago  6,"$1,584 - $3,425",Studio - 2 Br,844-417-3242
18,840 W Blackhawk St Chicago  6,"$1,687 - $3,939",Studio - 2 Br,866-958-8596
19,340 E North Water St Chicago  6,"$1,819 - $11,025",Studio - 3 Br,844-402-4750
