,Address,Price,Beds,Contact
0,"165 N Desplaines St, Chicago, IL ","$1,875 - 4,085",Studio - 2 Bed,312-964-3725
1,"215 W Lake St, Chicago, IL ","$2,035 - 5,520",Studio - 3 Bed,224-220-3563
2,"420 E Ohio St, Chicago, IL ","$1,690 - 4,425",Studio - 3 Bed,888-380-0393
3,"500 N Milwaukee Ave, Chicago, IL ","$1,750 - 5,500",Studio - 3 Bed,312-964-3768
4,"601 W Jackson Blvd, Chicago, IL ","$1,598 - 4,243",Studio - 2 Bed,844-443-8919
5,"200 E Illinois St, Chicago, IL ","$1,890 - 9,367",Studio - 3 Bed,773-273-6395
6,"5140 S Hyde Park Blvd, Chicago, IL ","$1,435 - 5,870",1-3 Bed,773-432-4830
7,"4334 N Hazel St, Chicago, IL ","$1,320 - 2,715",Studio - 2 Bed,888-769-6192
8,"1350 N Lake Shore Dr, Chicago, IL ","$1,302 - 6,415",Studio - 2 Bed,844-740-9960
9,"730 W Couch Pl, Chicago, IL ","$1,885 - 5,080",Studio - 3 Bed,844-294-8524
10,"167 W Erie St, Chicago, IL ","$1,793 - 5,916",Studio - 3 Bed,844-249-5467
11,"1333 S Wabash Ave, Chicago, IL ","$1,959 - 8,092",1-3 Bed,877-707-2965
12,"165 W Superior, Chicago, IL ","$1,705 - 12,913",Studio - 3 Bed,844-214-0691
13,"343 W Wolf Point Plz, Chicago, IL ","$1,773 - 19,604",Studio - 3 Bed,844-811-0188
14,"225 N Columbus Dr, Chicago, IL ","$1,717 - 4,383",Studio - 2 Bed,866-933-3491
15,"445 E Ohio St, Chicago, IL ","$1,501 - 2,685",Studio - 2 Bed,877-395-7096
16,"555 W Kinzie St, Chicago, IL ","$1,468 - 6,126",Studio - 3 Bed,312-288-8972
17,"345 E Wacker Dr, Chicago, IL ","$1,537 - 3,858",Studio - 3 Bed,773-904-9571
18,"175 N Harbor Dr, Chicago, IL ","$1,564 - 4,472",Studio - 3 Bed,888-767-6014
19,"545 N McClurg Ct, Chicago, IL ","$1,816 - 5,295",Studio - 3 Bed,844-382-0901
20,"2933 N Sheridan Rd, Chicago, IL ","$1,760 - 2,565",1-3 Bed,888-463-3217
21,"833 W Buena Ave, Chicago, IL ","$1,285 - 1,815",1-3 Bed,844-812-0763
