,Address,Price,Beds,Contact
0,11 S Green St Chicago  6,"$1,584 - $3,425",Studio - 2 Br,844-417-3242
1,220 W Illinois St Chicago  6,"$2,075 - $4,145",Studio - 2 Br,773-492-6656
2,1 W Superior St Chicago  6,"$1,575 - $3,480",Studio - 2 Br,312-219-9516
3,840 W Blackhawk St Chicago  6,"$2,016 - $3,900",Studio - 2 Br,866-958-8596
4,200 E Illinois St Chicago  6,"$2,061 - $12,878",Studio - 4 Br,773-273-6395
5,625 W Division St Chicago  6,"$1,775 - $3,700",Studio - 2 Br,844-525-6919
6,707 N Wells St Chicago  6,"$2,740 - $5,621",1-3 Br,844-837-3913
7,400 E South Water St Chicago  6,"$1,721 - $2,479",Studio - 2 Br,866-599-7868
8,360 E South Water St Chicago  6,"$1,561 - $4,822",Studio - 2 Br,312-288-8069
9,343 W Wolf Point Plz Chicago  6,"$1,741 - $10,617",Studio - 3 Br,844-811-0188
10,345 E Wacker Dr Chicago  6,"$1,802 - $3,677",Studio - 3 Br,773-904-9571
11,123 N Des Plaines St Chicago  6,"$1,940 - $5,330",Studio - 3 Br,312-957-4484
12,500 N Lake Shore Dr Chicago  6,"$1,905 - $4,035",Studio - 2 Br,312-548-6742
13,5140 S Hyde Park Blvd Chicago  6,"$1,427 - $5,294",1-3 Br,773-432-4830
14,200 E Chestnut St Chicago  6,"$1,271 - $7,591",Studio - 2 Br,708-315-6519
15,71 W Hubbard St Chicago  6,"$1,795 - $6,495",Studio - 3 Br,312-219-9513
16,850 S Clark St Chicago  6,"$1,777 - $3,600",Studio - 2 Br,312-462-1938
17,555 W Madison St Chicago  6,"$1,305 - $4,045",Studio - 2 Br,888-692-0211
18,8 W Chestnut St Chicago  6,"$1,419 - $2,679",1-2 Br,312-646-4941
19,1350 N Lake Shore Dr Chicago  6,"$1,236 - $2,994",Studio - 2 Br,312-462-0403
20,1130 S Michigan Ave Chicago  6,"$1,547 - $3,623",Studio - 2 Br,866-610-8317
21,25 W Randolph St Chicago  6,"$1,823 - $7,987",Studio - 3 Br,844-808-9214
