,Address,Price,Beds,Contact
0,5454 S Shore Dr Chicago  6,"$1,580 - 4,465",,844-815-4511
1,5105 S Harper Ave Chicago  6,"$1,803 - 4,655",,844-867-6288
2,1606 E Hyde Park Blvd Chicago  6,"$1,199 - 2,336",,844-761-9442
3,500 N Milwaukee Ave Chicago  6,"$1,580 - 5,500",,312-964-3768
4,625 W Division St Chicago  6,"$1,925 - 3,625",,844-525-6919
5,707 N Wells St Chicago  6,"$2,707 - 5,796",,844-312-7045
6,1 W Superior St Chicago  6,"$1,723 - 5,065",,312-219-9516
7,840 W Blackhawk St Chicago  6,"$1,919 - 4,569",,866-958-8596
8,200 E Illinois St Chicago  6,"$1,876 - 12,878",,773-273-6395
9,601 W Jackson Blvd Chicago  6,"$1,305 - 4,541",,844-443-8919
10,420 E Ohio St Chicago  6,"$1,615 - 4,600",,888-380-0393
11,1333 S Wabash Ave Chicago  6,"$1,815 - 3,800",,844-845-5098
12,5140 S Hyde Park Blvd Chicago  6,"$1,542 - 6,386",,773-432-4830
13,1890 Maple St Chicago  6,"$1,664 - 5,000",,224-420-9126
14,200 E Chestnut St Chicago  6,"$1,500 - 3,582",,708-315-6519
15,1209 W Arthur Ave Chicago  6,"$1,575 - 2,575",,773-649-4071
16,71 W Hubbard St Chicago  6,"$1,870 - 6,535",,312-219-9513
17,8 W Chestnut St Chicago  6,"$1,339 - 2,779",,312-646-4941
18,850 S Clark St Chicago  6,"$1,726 - 3,420",,312-462-1938
19,555 W Madison St Chicago  6,"$1,400 - 4,835",,888-692-0211
20,545 N McClurg Ct Chicago  6,"$1,912 - 8,805",,844-382-0901
21,1350 N Lake Shore Dr Chicago  6,"$1,236 - 3,078",,312-462-0403
22,1130 S Michigan Ave Chicago  6,"$1,459 - 5,649",,866-610-8317
23,60638 About Us Chicago Ap,,,
