,Address,Price,Beds,Contact
0,"1457 N Halsted St, Chicago, IL ","$1,695 - 4,500",Studio - 2 Bed,844-295-8794
1,"633 W North Ave, Chicago, IL ","$1,670 - 7,575",Studio - 3 Bed,844-265-9537
2,"811 W Agatite Ave, Chicago, IL ","$1,530 - 5,880",Studio - 3 Bed,630-282-6243
3,"728 N Morgan St, Chicago, IL ","$1,250 - 5,942",Studio - 3 Bed,833-224-1028
4,"930 W Altgeld St, Chicago, IL ","$1,445 - 14,020",Studio - 3 Bed,847-440-3110
5,"5441 NE NEast River Rd, Chicago, IL ","$835 - 1,945",Studio - 4 Bed,866-794-5357
6,"2 W Delaware Pl, Chicago, IL ","$3,660 - 9,979",1-5 Bed,844-414-0039
7,"1407 S Michigan Ave, Chicago, IL ","$1,475 - 5,575",Studio - 3 Bed,844-207-9781
8,"808 W Van Buren St, Chicago, IL ","$1,378 - 2,950",Studio - 2 Bed,844-694-6517
9,"29 S LaSalle St, Chicago, IL ","$1,660 - 7,000",Studio - 2 Bed,312-219-4948
10,"1035 W Van Buren St, Chicago, IL ","$1,710 - 3,265",Studio - 2 Bed,844-705-6282
11,"165 N Desplaines St, Chicago, IL ","$1,751 - 3,925",Studio - 2 Bed,312-964-3725
12,"801 S Financial Pl, Chicago, IL ","$1,116 - 5,555",Studio - 3 Bed,312-626-2938
13,"1210 S Indiana Ave, Chicago, IL ","$1,651 - 15,900",Studio - 4 Bed,844-209-4368
14,"2111 S Wabash Ave, Chicago, IL ","$1,596 - 4,506",1-3 Bed,833-705-3475
15,"221 W Hubbard St, Chicago, IL ","$1,828 - 4,751",Studio - 3 Bed,312-462-1929
16,"676 N La Salle Dr, Chicago, IL ","$1,190 - 7,231",Studio - 3 Bed,844-816-8029
17,"1326 S Michigan Ave, Chicago, IL ","$1,300 - 7,690",Studio - 3 Bed,844-275-3615
18,"808 S Michigan Ave, Chicago, IL ","$1,495 - 12,300",Studio - 4 Bed,844-255-3461
19,"2340 N California Ave, Chicago, IL ","$1,178 - 3,200",Studio - 2 Bed,844-265-1972
20,"30 E Adams St, Chicago, IL ","$1,250 - 3,320",Studio - 2 Bed,844-258-3900
21,"455 W Briar Pl, Chicago, IL ","$779 - 1,160",,
