,Address,Price,Beds,Contact
0,555 W Madison St Chicago  6,"$1,350 - $3,985",Studio - 2 Br,888-692-0211
1,910 W Huron St Chicago  6,"$1,970 - $3,520",Studio - 4 Br,844-741-2982
2,37 W Van Buren St Chicago  6,"$879 - $2,000",Studio - 4 Br,844-250-5735
3,123 N Des Plaines St Chicago  6,"$2,389 - $5,330",Studio - 3 Br,312-957-4484
4,200 E Chestnut St Chicago  6,"$1,104 - $7,416",Studio - 2 Br,708-315-6519
5,200 E Illinois St Chicago  6,"$2,033 - $12,878",Studio - 4 Br,773-273-6395
6,400 E South Water St Chicago  6,"$1,660 - $3,925",Studio - 2 Br,866-599-7868
7,225 N Columbus Dr Chicago  6,"$1,630 - $3,682",Studio - 2 Br,866-933-3491
8,1130 S Michigan Ave Chicago  6,"$1,509 - $3,443",Studio - 2 Br,866-610-8317
9,850 N Lake Shore Dr Chicago  6,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
10,850 S Clark St Chicago  6,"$1,768 - $3,542",Studio - 2 Br,312-462-1938
11,71 W Hubbard St Chicago  6,"$1,795 - $6,495",Studio - 3 Br,312-219-9513
12,1 W Superior St Chicago  6,"$1,542 - $3,534",Studio - 2 Br,312-219-9516
13,840 W Blackhawk St Chicago  6,"$1,687 - $4,096",Studio - 2 Br,866-958-8596
14,5140 S Hyde Park Blvd Chicago  6,"$1,378 - $5,781",1-3 Br,773-432-4830
15,11 S Green St Chicago  6,"$1,584 - $3,425",Studio - 2 Br,844-417-3242
16,500 N Lake Shore Dr Chicago  6,"$1,735 - $3,950",Studio - 2 Br,312-548-6742
17,220 W Illinois St Chicago  6,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
18,1350 N Lake Shore Dr Chicago  6,"$1,236 - $2,994",Studio - 2 Br,312-462-0403
19,345 E Wacker Dr Chicago  6,"$1,758 - $3,551",Studio - 3 Br,773-904-9571
20,340 E North Water St Chicago  6,"$1,819 - $11,025",Studio - 3 Br,844-402-4750
21,60638 About Us Chicago Ap,,,
