,Address,Price,Beds,Contact
0,345 E Wacker Dr Chicago  6,"$1,724 - $3,806",Studio - 3 Br,773-904-9571
1,225 N Columbus Dr Chicago  6,"$1,647 - $3,721",Studio - 2 Br,866-933-3491
2,200 E Chestnut St Chicago  6,"$1,220 - $7,578",Studio - 2 Br,708-315-6519
3,1350 N Lake Shore Dr Chicago  6,"$1,236 - $2,994",Studio - 2 Br,312-462-0403
4,161 W Kinzie St Chicago  6,"$1,815 - $6,337",Studio - 2 Br,844-892-1659
5,500 N Lake Shore Dr Chicago  6,"$1,475 - $3,985",Studio - 2 Br,312-548-6742
6,360 E South Water St Chicago  6,"$1,603 - $4,652",Studio - 2 Br,312-288-8069
7,400 N McClurg Ct Chicago  6,"$1,730 - $3,093",Studio - 2 Br,844-482-6861
8,123 N Des Plaines St Chicago  6,"$2,079 - $5,518",Studio - 3 Br,312-957-4484
9,555 W Madison St Chicago  6,"$1,345 - $4,000",Studio - 2 Br,888-692-0211
10,220 W Illinois St Chicago  6,"$2,025 - $4,145",Studio - 2 Br,773-492-6656
11,37 W Van Buren St Chicago  6,"$1,575 - $3,577",Studio - 4 Br,844-250-5735
12,1 W Superior St Chicago  6,"$1,575 - $3,577",Studio - 2 Br,312-219-9516
13,840 W Blackhawk St Chicago  6,"$1,687 - $3,968",Studio - 2 Br,866-958-8596
14,200 E Illinois St Chicago  6,"$2,061 - $12,878",Studio - 4 Br,773-273-6395
15,5140 S Hyde Park Blvd Chicago  6,"$1,427 - $5,781",1-3 Br,773-432-4830
16,340 E North Water St Chicago  6,"$1,819 - $11,025",Studio - 3 Br,844-402-4750
17,765 W Adams St Chicago  6,"$1,659 - $9,350",Studio - 3 Br,773-675-1174
18,910 W Huron St Chicago  6,"$1,865 - $4,525",Studio - 4 Br,844-741-2982
19,850 S Clark St Chicago  6,"$1,777 - $3,600",Studio - 2 Br,312-462-1938
20,1130 S Michigan Ave Chicago  6,"$1,369 - $3,623",Studio - 2 Br,866-610-8317
21,850 N Lake Shore Dr Chicago  6,"$2,360 - $10,000",Studio - 3 Br,312-462-1903
