,Address,Price,Beds,Contact
0,"808 W Van Buren St, Chicago, IL ","$1,945 - 3,650",Studio - 2 Bed,844-694-6517
1,"169 W Huron St, Chicago, IL ","$1,885 - 5,577",Studio - 2 Bed,847-979-4467
2,"215 W Lake St, Chicago, IL ","$2,035 - 5,585",Studio - 3 Bed,224-220-3563
3,"420 E Ohio St, Chicago, IL ","$1,740 - 4,320",Studio - 3 Bed,888-380-0393
4,"500 N Milwaukee Ave, Chicago, IL ","$1,690 - 6,848",Studio - 3 Bed,312-964-3768
5,"306 Jefferson St, Chicago, IL ","$1,799 - 4,971",Studio - 2 Bed,844-443-8919
6,"200 E Illinois St, Chicago, IL ","$1,965 - 10,325",Studio - 3 Bed,773-273-6395
7,"2300 S Michigan Ave, Chicago, IL ","$1,520 - 2,705",1-2 Bed,312-646-4878
8,"555 W Madison St, Chicago, IL ","$1,405 - 3,030",Studio - 2 Bed,888-692-0211
9,"175 N Harbor Dr, Chicago, IL ","$1,743 - 5,252",Studio - 3 Bed,888-767-6014
10,"1350 N Wells St, Chicago, IL ","$1,650 - 4,140",Studio - 2 Bed,866-854-1757
11,"4334 N Hazel St, Chicago, IL ","$1,335 - 2,580",Studio - 2 Bed,888-769-6192
12,"320 W Illinois St, Chicago, IL ","$1,470 - 3,500",Studio - 2 Bed,844-402-3801
13,"2851 S Martin Luther King Dr, Chicago, IL ","$936 - 8,216",Studio - 3 Bed,844-827-1869
14,"1350 N Lake Shore Dr, Chicago, IL ","$1,321 - 10,256",Studio - 2 Bed,844-740-9960
15,"730 W Couch Pl, Chicago, IL ","$1,657 - 13,865",Studio - 3 Bed,844-294-8524
16,"167 W Erie St, Chicago, IL ","$1,883 - 5,595",Studio - 3 Bed,844-249-5467
17,"1333 S Wabash Ave, Chicago, IL ","$1,962 - 7,534",1-3 Bed,312-767-5990
18,"165 W Superior, Chicago, IL ","$1,817 - 5,509",Studio - 3 Bed,844-214-0691
19,"343 W Wolf Point Plz, Chicago, IL ","$1,997 - 28,212",Studio - 3 Bed,844-811-0188
20,"225 N Columbus Dr, Chicago, IL ","$1,727 - 6,383",Studio - 2 Bed,866-933-3491
21,"445 E Ohio St, Chicago, IL ","$1,492 - 2,425",Studio - 2 Bed,877-395-7096
